aX,aY,aZ,gX,gY,gZ
-1.112,0.789,-2.864,118.042,-64.636,37.72
-1.077,0.732,-2.076,157.532,-86.67,9.521
-0.965,0.638,-1.484,173.157,-96.191,-2.197
-0.791,0.552,-1.055,178.284,-104.309,-24.475
-0.619,0.367,-0.617,182.434,-98.816,-49.622
-0.515,0.174,-0.227,194.397,-66.406,-59.082
-0.48,0.093,-0.055,208.374,-18.616,-58.838
-0.478,0.124,-0.132,217.285,20.386,-58.594
-0.495,0.195,-0.339,219.421,35.828,-61.157
-0.513,0.269,-0.531,219.36,30.09,-65.43
-0.519,0.362,-0.649,223.938,13.794,-71.411
-0.491,0.457,-0.715,234.68,-5.981,-84.167
-0.419,0.504,-0.755,248.596,-29.48,-99.792
-0.303,0.505,-0.717,258.484,-59.814,-114.624
-0.175,0.503,-0.54,262.756,-89.783,-126.953
-0.085,0.551,-0.252,264.343,-107.544,-131.775
-0.019,0.641,0.048,271.79,-107.666,-140.808
0.081,0.62,0.264,280.212,-92.041,-156.372
0.16,0.492,0.391,287.72,-72.449,-158.142
0.189,0.47,0.524,291.992,-56.702,-140.076
0.235,0.511,0.649,294.495,-35.583,-133.057
0.276,0.497,0.706,306.152,-15.198,-134.827
0.262,0.473,0.586,338.928,11.475,-143.982
0.234,0.502,0.252,344.055,-2.136,-131.775
0.317,0.708,0.074,315.552,-71.472,-118.652
0.526,0.913,0.302,289.368,-150.696,-131.287
0.715,1.006,1.013,260.376,-213.379,-137.329
0.779,1.11,2.212,238.281,-213.684,-137.634
0.815,1.074,3.213,278.931,-70.557,-158.447
0.917,0.758,3.125,360.779,130.249,-173.34
0.993,0.328,2.083,391.541,220.276,-154.053
0.937,0.157,0.984,352.112,175.293,-94.849
0.823,0.419,0.377,291.931,64.758,-28.076
0.758,0.978,0.253,254.517,-46.57,2.319
0.778,1.645,0.463,248.047,-141.968,-6.348
0.868,2.299,1.193,249.146,-233.643,-41.748
0.978,2.673,2.562,263.916,-262.695,-109.131
1.118,2.398,3.687,315.063,-161.133,-192.139
1.242,1.534,3.993,374.39,13.611,-221.985
1.236,0.683,3.753,394.775,143.616,-171.143
1.04,0.374,3.266,363.037,180.969,-72.449
0.723,0.669,2.91,303.467,165.71,10.376
0.396,1.175,2.583,252.197,145.386,29.358
0.175,1.472,1.999,217.529,106.323,2.93
0.19,1.433,1.462,178.406,13.916,-50.11
0.435,1.084,1.441,133.85,-91.064,-108.887
0.816,0.557,1.85,102.417,-148.315,-153.931
1.209,-0.072,2.258,70.923,-153.32,-175.354
1.451,-0.694,2.446,30.823,-128.54,-144.836
1.496,-1.019,2.44,0.366,-90.332,-75.256
1.405,-0.947,2.276,-15.137,-43.884,-0.244
1.204,-0.697,2,-18.677,-2.014,59.387
0.939,-0.389,1.737,-17.761,26.245,106.323
0.643,-0.054,1.557,-8.728,52.307,132.446
0.314,0.248,1.368,4.333,79.468,141.479
-0.001,0.586,1.151,10.498,92.041,140.381
-0.255,0.925,0.97,12.39,88.989,118.835
-0.443,1.12,0.805,10.437,75.562,82.886
-0.521,1.155,0.645,5.371,49.5,47.485
-0.464,1.084,0.562,-1.16,11.475,13.306
-0.313,0.933,0.632,-5.737,-23.437,-16.235
-0.135,0.729,0.813,-5.981,-41.077,-33.63
0.039,0.542,0.991,-3.296,-39.673,-35.217
0.204,0.398,1.114,0.366,-28.503,-28.87
0.328,0.268,1.185,2.075,-11.719,-15.503
0.395,0.194,1.189,2.808,10.559,4.7
0.411,0.216,1.108,2.258,29.419,24.048
0.38,0.304,0.991,0.305,38.574,37.231
0.313,0.413,0.902,-2.075,41.077,43.579
0.239,0.52,0.833,-3.052,42.236,44.312
0.182,0.608,0.753,-5.066,38.025,38.879
0.15,0.654,0.708,-9.521,26.733,30.212
0.87,0.138,1.805,-117.92,-6.165,57.495
0.896,0.184,1.819,-117.188,7.507,58.411
0.935,0.195,1.772,-118.896,16.846,56.58
0.967,0.19,1.712,-123.413,20.142,55.054
0.983,0.233,1.674,-128.479,14.587,57.251
0.999,0.331,1.687,-137.756,-3.296,55.298
1.053,0.339,1.787,-149.536,-27.527,47.18
1.159,0.16,1.994,-161.377,-43.03,46.997
1.286,-0.101,2.214,-170.166,-34.241,66.772
1.371,-0.27,2.315,-175.537,-7.324,102.295
1.34,-0.257,2.241,-180.969,22.4,143.616
1.199,-0.045,1.951,-183.533,38.757,183.289
1.049,0.215,1.556,-190.979,19.775,205.933
0.978,0.297,1.369,-207.214,-26.917,210.815
1.005,0.203,1.455,-213.44,-64.026,220.764
1.096,0.128,1.708,-219.238,-82.947,238.037
1.194,0.069,2.086,-230.164,-76.66,248.901
1.285,-0.041,2.387,-235.229,-32.349,268.494
1.364,-0.051,2.502,-238.159,26.978,299.194
1.369,0.119,2.513,-234.863,97.29,326.355
1.32,0.406,2.343,-222.229,176.941,341.187
1.228,0.684,1.964,-214.111,240.051,331.97
1.059,0.858,1.536,-217.896,278.992,332.947
0.856,1.099,1.124,-222.656,300.964,337.585
0.682,1.372,0.749,-216.797,307.8,318.298
0.52,1.47,0.387,-212.891,301.086,287.476
0.356,1.452,0.056,-231.384,261.047,256.592
0.238,1.421,-0.024,-259.277,203.491,227.844
0.174,1.415,0.161,-285.278,166.87,194.58
0.14,1.375,0.29,-306.03,164.124,160.583
0.116,1.356,0.193,-339.294,167.114,142.029
0.081,1.448,0.03,-386.719,164.795,125.183
0.031,1.548,-0.154,-425.476,178.833,107.361
0.019,1.606,-0.519,-448.059,210.205,97.107
-0.01,1.629,-1.228,-437.622,252.747,100.769
-0.083,1.5,-2.37,-397.461,293.274,106.689
-0.182,1.254,-3.513,-330.383,280.396,120.117
-0.356,1.073,-3.989,-249.695,184.387,134.399
-0.601,1.036,-3.999,-135.925,63.11,141.846
-0.806,1.203,-3.95,-8.057,-25.879,127.441
-0.877,1.445,-3.449,114.929,-72.327,77.393
-0.813,1.498,-2.565,209.29,-81.299,-1.709
-0.643,1.229,-1.871,252.869,-84.778,-77.454
-0.472,0.836,-1.39,245.911,-104.309,-107.361
-0.342,0.598,-0.974,216.309,-122.864,-110.291
-0.228,0.441,-0.637,187.5,-126.892,-116.333
-0.168,0.229,-0.385,173.828,-116.76,-112.793
-0.162,0.1,-0.253,175.598,-94.788,-96.375
-0.187,0.115,-0.227,183.716,-73.12,-89.844
-0.254,0.175,-0.269,204.224,-45.227,-84.412
-0.326,0.292,-0.435,229.797,-26.733,-79.956
-0.368,0.447,-0.648,247.986,-33.63,-82.52
-0.377,0.636,-0.755,254.456,-63.721,-92.957
-0.342,0.825,-0.641,259.216,-102.417,-114.807
-0.283,0.944,-0.331,267.212,-129.883,-143.555
-0.199,0.988,0.045,274.658,-137.512,-170.288
-0.057,0.915,0.351,282.898,-124.756,-201.233
0.089,0.673,0.493,296.021,-99.121,-223.083
0.213,0.351,0.488,303.65,-76.477,-220.52
0.325,0.078,0.42,303.406,-65.125,-200.439
0.384,-0.071,0.353,296.631,-62.866,-167.053
0.368,0.012,0.386,288.757,-68.665,-126.099
0.269,0.33,0.595,294.373,-66.223,-97.534
0.13,0.668,0.746,324.28,-35.95,-95.337
0.052,0.906,0.61,353.088,-19.409,-108.398
0.081,1.125,0.51,359.07,-54.993,-131.531
0.225,1.291,0.834,353.21,-105.408,-170.898
0.507,1.186,1.432,351.624,-130.676,-217.285
0.797,0.714,2.027,349.67,-122.742,-245.178
0.875,0.111,2.349,344.421,-66.284,-220.825
0.793,-0.128,2.178,332.458,-1.343,-130.92
0.682,0.188,1.721,312.622,15.747,-53.894
0.546,0.668,1.309,292.786,-12.207,-29.48
0.387,1.112,1.115,271.484,-68.97,-28.198
0.327,1.673,1.233,251.526,-141.968,-38.757
0.523,2.149,1.701,231.384,-208.801,-109.924
0.849,1.949,2.365,250.549,-227.417,-207.458
1.083,1.188,2.929,276.001,-194.092,-241.699
1.194,0.567,3.246,288.33,-122.009,-202.393
1.214,0.272,3.219,292.114,-27.771,-139.404
1.167,0.22,2.846,288.452,44.25,-77.332
1.066,0.347,2.343,276.611,78.796,-28.442
0.922,0.563,1.865,264.587,85.815,9.644
0.798,0.802,1.457,253.601,66.895,30.151
0.694,0.959,1.189,241.821,22.949,27.588
0.596,0.995,1.195,229.431,-32.471,14.893
0.514,0.987,1.511,211.731,-75.684,2.258
0.435,0.996,1.93,186.829,-87.158,-9.033
0.386,0.946,2.174,164.246,-73.12,-26.733
0.393,0.781,2.21,140.93,-54.688,-41.992
0.437,0.577,2.16,117.615,-35.278,-47.913
0.493,0.384,2.044,96.375,-14.771,-46.692
0.517,0.226,1.876,73.486,-0.854,-34.363
0.506,0.148,1.708,48.584,5.676,-14.709
0.471,0.15,1.588,26.428,9.216,3.601
0.417,0.196,1.507,11.902,17.517,17.212
0.349,0.261,1.401,2.136,27.527,27.344
0.278,0.346,1.269,-5.676,32.288,34.912
0.209,0.433,1.151,-12.085,32.654,37.964
0.152,0.5,1.049,-17.456,30.334,38.513
0.108,0.572,0.966,-24.597,22.888,37.598
0.088,0.674,0.916,-34.546,8.301,28.992
0.08,0.738,0.922,-45.837,-6.836,6.592
0.073,0.671,0.962,-53.589,-11.658,-11.597
0.09,0.582,0.977,-57.739,-11.597,-9.277
0.12,0.581,0.992,-60.12,-12.817,-2.747
0.158,0.589,1.007,-54.749,-7.446,-1.953
0.206,0.549,0.974,-45.593,-0.977,-3.235
0.251,0.479,0.93,-35.583,3.601,0.305
0.287,0.443,0.912,-26.611,8.057,6.775
0.31,0.433,0.902,-21.057,13.306,10.681
0.312,0.424,0.876,-17.883,18.25,16.418
0.292,0.447,0.838,-17.151,20.264,24.414
0.264,0.506,0.804,-15.991,21.057,28.931
0.237,0.561,0.778,-14.587,20.508,26.123
0.203,0.57,0.75,-14.404,18.188,22.034
0.172,0.569,0.723,-15.076,12.329,22.522
0.153,0.594,0.723,-15.32,6.592,20.691
0.138,0.597,0.741,-16.602,2.93,16.418
0.134,0.588,0.755,-20.203,3.113,15.015
0.747,0.27,1.613,-133.057,-44.128,4.15
0.79,0.245,1.629,-146.973,-43.396,10.437
0.833,0.225,1.665,-156.372,-44.617,19.592
0.865,0.229,1.751,-160.278,-39.246,28.442
0.884,0.241,1.805,-160.4,-25.208,37.048
0.898,0.262,1.785,-163.208,-16.296,46.509
0.912,0.283,1.765,-169.312,-18.25,55.054
0.926,0.281,1.801,-175.171,-23.132,63.354
0.947,0.263,1.877,-180.298,-26.001,74.341
0.966,0.248,1.972,-182.922,-25.146,86.853
0.978,0.24,2.079,-182.861,-18.311,99.121
1.007,0.214,2.165,-181.641,-5.005,108.582
1.05,0.156,2.201,-180.054,10.376,120.3
1.075,0.138,2.225,-179.687,23.071,138.977
1.069,0.208,2.276,-179.932,35.767,157.471
1.049,0.307,2.294,-176.514,56.702,167.297
1.016,0.367,2.209,-170.837,75.439,169.434
0.967,0.389,2.068,-171.509,82.214,172.485
0.937,0.414,1.945,-175.659,78.369,176.88
0.918,0.42,1.866,-189.453,70.251,175.415
0.882,0.402,1.821,-208.374,64.209,177.002
0.851,0.408,1.808,-225.281,61.584,185.425
0.823,0.449,1.81,-234.009,69.885,193.481
0.786,0.511,1.752,-234.375,89.111,200.989
0.75,0.588,1.609,-233.215,105.896,207.336
0.695,0.679,1.461,-234.558,114.685,209.595
0.618,0.795,1.351,-233.643,122.803,211.426
0.553,0.918,1.224,-227.539,133.728,203.003
0.482,0.962,1.044,-227.295,139.404,188.843
0.41,0.97,0.849,-228.577,136.23,182.129
0.365,1.01,0.667,-227.539,126.221,174.5
0.34,1.001,0.517,-225.586,108.887,160.278
0.317,0.899,0.426,-221.375,88.989,153.015
0.308,0.785,0.394,-218.14,69.397,165.833
0.35,0.764,0.407,-224.426,49.5,185.059
0.426,0.802,0.438,-248.84,25.696,186.523
0.472,0.787,0.541,-277.039,6.348,178.955
0.457,0.741,0.712,-297.791,13.611,179.016
0.397,0.743,0.804,-303.955,54.138,188.477
0.305,0.815,0.648,-301.514,112.244,199.402
0.197,0.911,0.231,-311.829,150.574,197.632
0.032,0.975,-0.198,-332.153,166.077,191.284
-0.216,1.095,-0.601,-347.29,193.909,193.298
-0.509,1.357,-1.177,-354.98,235.168,194.275
-0.788,1.669,-1.929,-351.44,267.578,173.584
-1.021,1.877,-2.733,-324.951,279.724,123.413
-1.226,1.767,-3.487,-260.986,266.357,53.833
-1.387,1.196,-3.918,-158.508,221.252,-2.258
-1.43,0.433,-3.999,-38.269,134.766,-24.902
-1.313,0.044,-3.954,62.378,-2.38,-14.404
-1.131,0.279,-3.29,127.625,-121.704,-14.343
-0.98,0.708,-2.078,175.049,-157.41,-52.795
-0.815,0.827,-1.175,194.885,-145.386,-96.558
-0.606,0.657,-0.676,187.5,-137.024,-120.667
-0.403,0.432,-0.271,165.649,-138.245,-131.775
-0.271,0.234,0.163,156.433,-117.432,-139.526
-0.224,0.057,0.481,172.119,-59.143,-140.686
-0.218,-0.07,0.511,203.247,17.639,-134.094
-0.231,-0.131,0.243,230.53,76.111,-122.864
-0.265,-0.128,-0.158,246.521,98.022,-110.352
-0.319,-0.029,-0.517,253.906,89.722,-95.032
-0.356,0.162,-0.745,256.653,58.411,-85.693
-0.366,0.343,-0.827,256.958,15.869,-88.379
-0.358,0.508,-0.787,254.028,-31.067,-92.773
-0.299,0.678,-0.583,248.718,-74.646,-107.178
-0.194,0.701,-0.304,247.62,-96.741,-130.249
-0.066,0.536,-0.095,243.286,-105.286,-143.738
0.061,0.339,0.07,243.896,-104.187,-146.545
0.144,0.198,0.231,258.362,-89.661,-142.456
0.179,0.145,0.358,286.804,-59.204,-132.996
0.2,0.159,0.397,321.533,-24.841,-121.643
0.223,0.153,0.34,350.525,3.601,-110.596
0.223,0.162,0.226,361.511,17.944,-90.088
0.205,0.236,0.043,360.352,19.226,-68.542
0.161,0.432,-0.178,346.924,-5.981,-42.847
0.069,0.883,-0.2,324.646,-57.19,-21.729
-0.017,1.506,0.093,317.81,-97.412,-31.494
0.033,1.962,0.444,342.957,-103.943,-87.952
0.266,2.039,0.678,379.211,-116.272,-160.706
0.559,1.823,1.016,377.197,-159.668,-216.98
0.789,1.479,1.578,343.201,-192.2,-240.295
0.922,1.102,2.155,311.646,-174.377,-232.056
0.932,0.721,2.391,305.725,-98.755,-197.388
0.803,0.545,2.022,310.12,-16.907,-132.263
0.672,0.752,1.29,285.767,-7.141,-42.175
0.722,1.355,0.837,235.718,-83.557,33.936
0.951,2.255,1.083,201.05,-182.373,28.992
1.241,2.952,1.784,198.303,-236.694,-93.689
1.576,2.938,2.429,197.205,-244.934,-270.02
1.663,1.857,2.956,202.026,-231.934,-366.272
1.584,0.697,3.374,210.388,-212.28,-262.085
1.634,0.604,3.653,178.65,-171.692,-164.795
1.667,0.788,3.848,160.889,-109.619,-182.8
1.436,0.149,3.927,200.989,-2.075,-169.556
1.16,-0.35,3.561,204.59,126.16,-35.339
1.055,0.169,2.725,190.125,172.668,44.739
0.908,0.673,1.969,174.072,143.066,23.071
0.749,0.676,1.522,149.841,86.792,-23.132
0.655,0.474,1.289,126.221,32.227,-47.852
0.641,0.295,1.231,100.22,-26.001,-57.922
0.678,0.168,1.446,69.885,-78.796,-57.8
0.723,0.062,1.823,48.95,-91.675,-57.129
0.738,-0.064,2.061,35.522,-66.04,-49.5
0.726,-0.16,2.066,22.278,-32.593,-30.701
0.664,-0.182,1.946,9.644,-5.676,-5.737
0.559,-0.125,1.779,-1.099,16.235,23.621
0.442,0.009,1.594,-10.376,32.166,48.34
0.308,0.19,1.424,-17.578,41.443,63.904
0.181,0.378,1.285,-21.057,46.143,67.993
0.076,0.535,1.142,-21.545,46.753,58.777
-0.005,0.644,0.982,-22.827,37.964,39.368
-0.056,0.696,0.845,-23.315,21.362,18.25
-0.061,0.708,0.759,-24.78,0.183,0.305
-0.01,0.669,0.766,-27.954,-24.292,-17.334
0.073,0.562,0.875,-28.015,-37.415,-28.809
0.175,0.444,0.985,-22.461,-36.316,-29.663
0.276,0.35,1.054,-16.602,-29.724,-26.245
0.348,0.268,1.094,-12.024,-17.7,-19.47
0.394,0.219,1.089,-8.423,-2.563,-6.287
0.408,0.239,1.057,-5.859,10.681,7.874
0.861,0.08,2.07,-99.854,-27.405,23.56
0.934,0.129,2.229,-107.971,-14.16,31.799
1.005,0.178,2.325,-114.502,0.977,38.391
1.075,0.193,2.39,-122.864,10.681,45.654
1.152,0.154,2.468,-131.775,19.836,57.495
1.22,0.088,2.499,-142.822,33.081,75.928
1.24,0.077,2.456,-160.156,40.222,104.736
1.224,0.193,2.432,-179.321,37.109,138.062
1.213,0.373,2.469,-192.383,35.339,159.668
1.199,0.509,2.522,-195.312,40.344,169.739
1.182,0.558,2.535,-192.566,53.528,175.537
1.164,0.533,2.422,-190.43,70.984,176.086
1.121,0.499,2.226,-198.181,70.679,180.42
1.078,0.531,2.125,-213.501,52.856,190.308
1.041,0.597,2.172,-229.065,36.255,196.655
0.992,0.625,2.233,-241.943,35.583,202.087
0.972,0.625,2.209,-250.61,41.992,213.135
0.982,0.628,2.154,-261.963,49.744,221.069
0.996,0.669,2.047,-284.912,62.744,217.285
0.949,0.675,1.905,-312.683,67.993,205.383
0.837,0.663,1.843,-320.679,78.735,219.666
0.743,0.801,1.718,-316.345,113.892,245.911
0.661,1.064,1.403,-311.035,141.907,256.47
0.564,1.282,1.075,-311.096,147.522,245.85
0.453,1.38,0.833,-305.237,146.912,227.539
0.355,1.401,0.589,-297.302,145.508,209.534
0.281,1.399,0.329,-296.082,131.653,189.758
0.25,1.388,0.144,-295.898,106.445,168.762
0.21,1.31,0.093,-290.039,81.299,149.841
0.136,1.121,0.063,-289.307,61.768,152.832
0.142,1.005,0.019,-303.406,37.781,177.673
0.165,1.046,0.039,-317.383,20.386,182.495
0.114,1.086,0.072,-324.341,19.165,173.767
0.022,1.069,0.081,-327.209,32.959,166.565
-0.079,1.057,0.039,-323.486,65.308,166.87
-0.181,1.107,-0.106,-315.308,108.643,171.204
-0.325,1.181,-0.424,-314.27,153.32,169.312
-0.5,1.225,-0.97,-311.768,191.284,161.987
-0.709,1.193,-1.698,-303.101,213.196,148.01
-0.931,1.103,-2.453,-267.822,211.243,135.071
-1.117,1.057,-3.052,-208.679,178.894,125.183
-1.274,1.106,-3.366,-140.869,123.718,108.582
-1.336,1.173,-3.332,-59.021,64.209,72.998
-1.29,1.156,-3.01,29.907,20.874,15.747
-1.169,0.997,-2.53,111.511,0,-41.87
-1.013,0.778,-2.098,174.255,-1.77,-73.059
-0.847,0.699,-1.83,195.557,-26.55,-79.956
-0.693,0.762,-1.469,188.416,-73.242,-91.064
-0.58,0.74,-0.922,193.359,-92.285,-114.197
-0.483,0.584,-0.479,216.248,-70.19,-131.775
-0.396,0.454,-0.314,240.479,-33.203,-137.817
-0.329,0.406,-0.353,257.874,-10.742,-138.367
-0.301,0.398,-0.423,269.592,-5.371,-135.254
-0.3,0.46,-0.471,286.377,-6.47,-126.038
-0.306,0.645,-0.516,303.223,-19.226,-119.385
-0.303,0.883,-0.525,314.331,-45.349,-129.211
-0.25,1.056,-0.474,315.857,-79.407,-152.161
-0.131,1.086,-0.333,304.81,-118.958,-180.603
0.016,0.958,-0.078,286.865,-151.245,-208.13
0.15,0.749,0.258,281.25,-159.119,-224.609
0.255,0.557,0.557,285.278,-139.893,-227.539
0.336,0.456,0.759,285.522,-108.398,-221.863
0.349,0.407,0.855,306.396,-60.364,-217.651
0.321,0.294,0.775,345.154,-7.446,-209.839
0.297,0.129,0.525,380.615,30.273,-187.622
0.232,0.045,0.234,404.114,40.222,-137.756
0.178,0.258,0.057,411.194,19.897,-62.744
0.229,0.802,0.019,383.118,-31.006,-22.705
0.353,1.365,0.281,331.97,-102.478,-65.247
0.383,1.575,0.905,325.012,-139.099,-124.329
0.377,1.547,1.484,358.704,-105.408,-156.738
0.451,1.441,1.524,422.852,-49.133,-185.364
0.56,1.244,1.115,428.223,-58.35,-192.505
0.74,1.186,0.939,349.426,-145.63,-174.622
1.006,1.199,1.382,252.197,-239.807,-169.617
1.244,1.045,2.241,197.632,-276.184,-150.146
1.282,0.995,3.103,189.514,-212.952,-114.624
1.207,1.222,3.383,218.567,-65.125,-100.769
1.248,1.499,2.811,237.366,70.19,-140.747
1.252,1.467,1.876,243.774,130.92,-217.407
1.084,1.041,1.001,249.084,113.159,-215.027
0.951,0.883,0.424,256.348,11.536,-75.684
1.053,1.618,0.55,222.656,-141.235,34.546
1.265,2.505,1.456,190.002,-265.747,-17.273
1.258,2.432,2.789,193.115,-301.208,-115.845
1.121,1.778,3.752,199.646,-237.549,-147.156
1.048,1.241,3.998,193.115,-122.62,-142.212
1.053,0.826,3.914,177.49,-18.799,-145.386
1.104,0.398,3.516,155.884,45.288,-149.841
1.115,-0.032,2.808,134.216,81.543,-130.005
1.083,-0.304,2.024,104.431,76.904,-91.37
1.055,-0.381,1.467,65.918,18.494,-61.218
1.015,-0.383,1.418,25.085,-52.246,-46.692
0.932,-0.398,1.75,-2.93,-83.13,-36.865
0.802,-0.411,2.078,-17.09,-66.589,-16.052
0.656,-0.321,2.202,-25.94,-30.09,15.381
0.502,-0.083,2.17,-34.607,6.409,43.823
0.331,0.197,2.017,-45.715,37.354,55.603
0.185,0.392,1.762,-59.021,56.458,54.138
0.092,0.513,1.478,-71.35,64.697,45.837
0.02,0.575,1.205,-76.416,68.542,31.189
-0.055,0.564,0.956,-72.815,68.359,23.499
-0.093,0.575,0.74,-59.631,60.608,33.386
-0.07,0.701,0.568,-46.57,42.419,32.593
-0.031,0.786,0.475,-37.598,19.348,8.728
0.018,0.742,0.496,-31.738,-2.197,-11.536
0.094,0.665,0.619,-25.879,-14.893,-25.391
0.167,0.572,0.745,-17.456,-14.038,-32.959
0.235,0.481,0.805,-11.475,-9.705,-33.203
0.288,0.422,0.845,-7.202,-5.737,-29.358
0.32,0.4,0.886,-3.418,2.197,-23.499
0.335,0.4,0.894,-1.16,11.841,-18.127
0.343,0.401,0.867,0.916,20.02,-12.39
0.348,0.401,0.84,2.93,26.001,-5.981
0.325,0.417,0.824,3.967,31.799,1.343
0.297,0.463,0.79,2.869,39.124,8.911
0.268,0.49,0.711,3.113,43.701,11.719
0.255,0.497,0.594,-4.333,38.635,17.456
0.232,0.55,0.54,-14.526,22.888,17.517
0.185,0.594,0.568,-14.16,10.254,13.672
0.706,0.136,1.856,-97.351,-26.978,27.893
0.761,0.204,1.847,-109.253,-29.602,38.757
0.82,0.295,1.872,-121.521,-38.94,45.227
0.895,0.346,1.963,-132.202,-47.852,47.485
0.992,0.309,2.067,-140.686,-48.767,50.659
1.095,0.219,2.122,-148.56,-45.227,63.354
1.169,0.161,2.177,-158.875,-43.152,86.304
1.214,0.171,2.279,-167.419,-36.255,114.136
1.241,0.226,2.371,-171.021,-14.832,139.404
1.243,0.312,2.383,-167.908,15.686,161.072
1.209,0.432,2.333,-160.889,43.762,177.917
1.157,0.546,2.204,-152.1,71.228,182.373
1.08,0.602,1.977,-150.818,81.543,178.162
0.963,0.634,1.764,-161.499,65.735,174.316
0.849,0.655,1.659,-178.406,36.011,166.382
0.775,0.613,1.669,-194.824,5.371,155.701
0.755,0.505,1.764,-206.604,-16.113,149.17
0.765,0.405,1.887,-212.891,-24.048,151.978
0.775,0.337,1.963,-218.201,-19.165,158.752
0.762,0.322,1.956,-223.022,-8.789,171.57
0.718,0.387,1.959,-233.948,-3.54,185.364
0.652,0.461,1.971,-247.07,13.55,193.97
0.581,0.557,1.862,-255.737,41.626,205.017
0.502,0.718,1.652,-263.123,58.716,210.266
0.412,0.878,1.447,-267.273,65.125,205.994
0.32,0.959,1.249,-270.752,68.42,193.909
0.25,0.964,1.005,-269.226,68.359,182.19
0.218,0.937,0.763,-266.418,54.688,173.584
0.195,0.893,0.609,-264.343,33.325,167.603
0.181,0.867,0.521,-258.057,13.794,167.725
0.188,0.87,0.474,-253.235,-5.127,167.358
0.206,0.862,0.488,-248.535,-22.705,169.189
0.21,0.826,0.555,-252.014,-34.058,176.025
0.195,0.772,0.591,-265.869,-33.02,190.369
0.174,0.767,0.547,-285.4,-26.978,214.6
0.123,0.846,0.473,-309.753,-16.663,230.347
0.025,0.942,0.375,-329.834,5.432,231.14
-0.133,0.983,0.23,-341.675,40.71,227.051
-0.358,1.017,-0.022,-349.609,90.698,226.501
-0.605,1.164,-0.465,-347.412,152.832,225.342
-0.845,1.367,-1.158,-318.054,218.628,209.229
-1.058,1.478,-2.046,-276.978,259.521,171.265
-1.24,1.462,-2.905,-234.192,249.39,124.329
-1.385,1.279,-3.5,-180.481,196.594,74.646
-1.443,0.911,-3.77,-109.802,127.808,32.166
-1.391,0.539,-3.695,-23.743,49.866,9.155
-1.267,0.379,-3.156,63.904,-23.315,-4.15
-1.145,0.436,-2.325,140.259,-55.786,-18.86
-1.036,0.586,-1.687,184.57,-64.331,-41.809
-0.924,0.697,-1.263,196.594,-94.116,-70.557
-0.811,0.703,-0.752,199.768,-123.108,-96.13
-0.697,0.61,-0.199,206.787,-120.3,-117.432
-0.592,0.448,0.227,213.806,-85.876,-132.568
-0.495,0.292,0.461,218.75,-32.349,-141.052
-0.416,0.168,0.479,224.731,23.621,-144.653
-0.373,0.079,0.295,230.652,66.956,-142.639
-0.37,0.06,-0.031,238.708,84.839,-134.155
-0.384,0.145,-0.353,248.169,69.885,-125.305
-0.388,0.3,-0.498,255.127,31.616,-126.343
-0.373,0.424,-0.434,257.202,-8.118,-137.878
-0.305,0.468,-0.259,253.967,-39.612,-151.917
-0.202,0.44,-0.021,252.075,-62.5,-168.152
-0.101,0.323,0.242,247.742,-66.528,-177.979
-0.003,0.166,0.438,241.699,-52.368,-175.354
0.07,0.067,0.562,239.563,-29.907,-166.26
0.118,0.056,0.652,248.657,-0.916,-157.288
0.129,0.082,0.676,276.489,36.377,-146.79
0.127,0.057,0.552,306.03,69.275,-132.996
0.134,-0.014,0.292,327.087,81.238,-110.352
0.09,0.044,0.032,335.876,62.195,-68.848
0.051,0.326,-0.043,330.994,10.62,-30.151
0.079,0.69,0.14,315.002,-45.898,-23.804
0.189,0.937,0.47,295.41,-89.905,-52.063
0.309,0.958,0.849,268.738,-117.249,-99.854
0.334,0.831,1.251,250.061,-119.629,-123.108
0.389,0.739,1.617,251.038,-93.75,-119.446
0.532,0.635,1.804,262.756,-49.927,-128.784
0.627,0.382,1.757,272.644,-10.376,-134.583
0.634,0.14,1.601,267.395,9.033,-106.628
0.59,0.159,1.391,253.296,12.695,-55.969
0.493,0.487,1.045,229.492,-8.362,-10.925
0.407,1.035,0.668,191.284,-78.247,13.184
0.471,1.644,0.623,141.479,-193.787,-2.258
0.713,2.052,1.119,107.483,-291.443,-76.599
1.055,2.049,1.888,100.281,-316.162,-187.927
1.432,1.677,2.562,105.469,-268.494,-307.312
1.638,0.978,3.013,127.014,-177.185,-381.958
1.555,0.227,3.192,143.738,-77.637,-352.234
1.385,-0.141,3.233,156.677,5.249,-248.474
1.158,-0.18,3.047,194.092,85.449,-89.783
0.987,0.335,2.58,179.932,117.92,24.78
0.941,1.065,2.172,178.223,92.529,12.695
0.876,1.242,1.998,165.405,38.818,-50.171
0.86,1.061,2.034,146.362,-10.193,-90.332
0.931,0.862,2.132,125.488,-33.508,-112.427
1.05,0.646,2.146,107.788,-40.283,-141.357
1.199,0.248,2.068,93.201,-40.039,-167.358
1.346,-0.244,1.948,77.82,-30.823,-162.17
1.436,-0.572,1.818,58.777,-22.827,-129.089
1.459,-0.704,1.727,41.626,-20.081,-93.14
1.414,-0.772,1.72,26.55,-16.418,-58.289
1.281,-0.778,1.77,11.78,-3.174,-13.367
1.056,-0.633,1.752,-1.038,21.973,41.565
0.826,-0.31,1.603,-11.108,45.227,85.327
0.603,0.039,1.458,-25.024,56.03,100.342
