aX,aY,aZ,gX,gY,gZ
0.137,-1.389,0.49,-0.244,-23.865,-58.655
0.103,-1.398,0.475,10.132,-8.118,-49.5
0.078,-1.349,0.434,14.404,8.667,-36.682
0.056,-1.28,0.375,15.869,30.762,-28.015
0.026,-1.252,0.248,13.062,49.316,-17.456
0,-1.209,0.13,7.812,57.495,-5.493
-0.014,-1.159,0.075,5.188,62.195,0.732
-0.039,-1.145,0.036,4.578,63.049,4.456
-0.049,-1.148,0.008,6.348,57.068,6.897
-0.032,-1.128,0.021,7.996,47.974,10.132
-0.021,-1.08,0.074,10.986,43.274,11.902
-0.013,-1.053,0.127,15.442,46.387,12.451
-0.004,-1.049,0.159,15.625,52.856,18.555
-0.002,-1.026,0.178,13.062,59.143,27.466
0.007,-0.974,0.194,11.475,65.186,33.203
0.018,-0.921,0.205,10.681,69.031,35.522
0.041,-0.854,0.224,8.606,68.115,34.485
0.065,-0.775,0.293,7.751,62.622,27.954
0.073,-0.738,0.399,13.611,65.613,18.188
0.062,-0.745,0.435,21.423,77.148,8.972
0.032,-0.747,0.414,23.193,81.604,5.737
0.009,-0.73,0.431,27.283,85.51,3.723
-0.013,-0.711,0.439,29.907,96.497,3.601
-0.042,-0.673,0.407,30.64,103.333,5.981
-0.065,-0.613,0.409,27.588,104.736,7.446
-0.076,-0.541,0.448,21.912,106.506,6.531
-0.073,-0.467,0.474,18.555,106.934,-0.977
-0.07,-0.436,0.484,18.25,102.112,-13.123
-0.071,-0.441,0.513,16.113,94.238,-21.851
-0.07,-0.45,0.57,15.381,89.539,-28.809
-0.08,-0.465,0.648,17.212,88.379,-33.813
-0.112,-0.489,0.732,19.958,93.018,-37.048
-0.167,-0.529,0.787,23.804,102.295,-39.124
-0.239,-0.557,0.808,28.748,111.755,-36.316
-0.292,-0.545,0.798,33.508,120.605,-29.358
-0.318,-0.508,0.76,36.804,126.526,-22.034
-0.324,-0.458,0.721,37.415,129.7,-14.832
-0.32,-0.387,0.689,34.546,132.08,-9.094
-0.308,-0.304,0.661,31.616,131.714,-7.202
-0.3,-0.248,0.657,28.992,127.075,-11.353
-0.323,-0.203,0.692,24.963,120.239,-18.188
-0.376,-0.174,0.718,23.071,114.075,-32.959
-0.453,-0.235,0.698,25.452,101.563,-47.363
-0.527,-0.339,0.69,31.555,81.482,-51.392
-0.555,-0.385,0.724,41.687,64.026,-49.988
-0.546,-0.362,0.77,50.11,54.993,-47.302
-0.54,-0.33,0.814,54.749,55.298,-45.715
-0.56,-0.316,0.856,50.598,64.27,-41.443
-0.604,-0.299,0.876,40.1,77.087,-36.987
-0.659,-0.273,0.879,29.358,84.29,-31.311
-0.706,-0.23,0.891,16.846,84.778,-25.757
-0.721,-0.175,0.888,18.005,81.482,-22.644
-0.73,-0.124,0.84,-6.714,68.42,-25.757
-0.732,-0.098,0.943,-23.132,45.959,-32.227
-0.735,-0.107,1.081,-14.099,45.532,-37.842
-0.759,-0.156,1.074,-4.456,36.804,-41.748
-0.784,-0.227,1.116,-7.202,26.55,-41.748
-0.804,-0.291,1.19,-10.681,25.269,-37.415
-0.816,-0.36,1.211,-12.695,27.344,-29.785
-0.817,-0.407,1.215,-15.564,27.527,-19.531
-0.804,-0.42,1.232,-12.268,29.175,-13.062
-0.787,-0.452,1.219,-7.874,30.945,-7.141
-0.754,-0.461,1.185,-7.935,29.663,-0.244
-0.714,-0.445,1.153,-5.188,28.625,1.831
-0.672,-0.454,1.097,-6.714,28.32,3.784
-0.626,-0.464,1.032,-5.31,22.888,5.127
-0.393,-1.929,-0.938,91.492,58.655,49.805
-0.265,-1.747,-0.92,77.087,66.406,75.134
-0.071,-1.445,-0.904,68.359,73.853,86.487
0.118,-1.623,-1.406,41.138,73.853,83.435
0.181,-2.059,-1.598,-214.905,-17.7,188.965
0.27,-1.397,-0.679,-90.515,-15.747,256.653
0.519,-0.746,-0.603,-88.074,127.991,145.264
0.682,-1.27,-1.083,-88.501,61.035,35.828
0.751,-1.726,-0.63,-108.154,-19.531,10.62
0.8,-1.829,0.038,-79.346,-20.02,1.709
0.804,-1.918,0.155,-26.367,20.996,2.625
0.779,-1.904,-0.129,-6.47,20.935,2.258
0.752,-1.837,-0.26,-4.211,-0.916,-4.7
0.714,-1.725,-0.24,-7.324,-15.686,-16.174
0.653,-1.638,-0.147,-1.709,-19.287,-30.64
0.608,-1.604,-0.046,9.827,-9.583,-33.02
0.588,-1.576,-0.033,40.527,-12.207,-26.367
0.598,-1.545,-0.005,42.908,-20.569,-10.925
0.637,-1.419,0.11,53.467,-19.714,-2.991
0.656,-1.29,0.177,63.049,-5.615,-12.756
0.618,-1.254,0.141,73.547,9.888,-23.437
0.516,-1.282,0.013,56.213,12.207,-24.841
0.381,-1.233,0.051,40.894,0.305,-16.846
0.242,-1.113,0.164,41.504,12.695,-24.719
0.103,-1.11,0.125,51.636,11.597,-36.743
-0.03,-1.2,0.104,55.969,9.888,-36.255
-0.116,-1.29,0.099,51.086,11.414,-20.63
-0.118,-1.3,0.141,45.349,12.39,1.831
-0.07,-1.223,0.232,43.213,18.921,19.104
-0.037,-1.129,0.288,48.95,30.273,24.78
-0.032,-1.072,0.267,56.458,38.574,22.888
-0.044,-1.016,0.231,57.739,38.086,18.311
-0.083,-0.964,0.243,59.631,37.17,8.911
-0.142,-0.957,0.261,71.655,41.016,2.441
-0.192,-0.956,0.228,79.956,48.096,-0.488
-0.225,-0.954,0.182,82.153,48.279,-4.456
-0.245,-0.972,0.204,81.482,46.326,-5.31
-0.253,-0.988,0.256,75.134,53.894,2.075
-0.246,-0.977,0.27,70.251,62.866,11.963
-0.21,-0.924,0.278,63.354,68.787,20.325
-0.172,-0.838,0.302,57.312,73.303,21.729
-0.16,-0.774,0.319,59.204,75.256,15.93
-0.162,-0.747,0.314,63.904,76.172,9.827
-0.169,-0.723,0.297,65.063,74.829,5.432
-0.177,-0.69,0.298,61.279,74.646,0.244
-0.179,-0.653,0.312,53.467,78.064,-6.897
-0.192,-0.627,0.325,45.349,81.909,-14.954
-0.219,-0.636,0.332,41.504,82.397,-22.461
-0.247,-0.671,0.341,40.833,77.454,-25.452
-0.268,-0.683,0.401,41.931,69.519,-24.292
-0.293,-0.668,0.505,47.485,67.139,-24.292
-0.33,-0.669,0.588,55.786,70.496,-24.597
-0.354,-0.67,0.641,61.829,76.05,-21.667
-0.375,-0.643,0.673,67.017,83.618,-19.409
-0.405,-0.632,0.661,72.327,92.59,-18.982
-0.425,-0.636,0.603,75.134,98.511,-14.709
-0.417,-0.58,0.555,74.097,98.572,-7.446
-0.404,-0.464,0.548,72.327,97.229,-4.944
-0.408,-0.372,0.561,68.726,95.825,-8.911
-0.423,-0.335,0.579,61.279,93.872,-13
-0.445,-0.294,0.617,53.162,89.355,-15.015
-0.46,-0.228,0.688,45.898,85.022,-19.714
-0.488,-0.189,0.743,44.617,80.078,-29.602
-0.546,-0.233,0.738,49.316,67.749,-44.067
-0.596,-0.309,0.73,54.26,47.18,-53.406
-0.62,-0.322,0.77,58.838,28.381,-57.617
-0.635,-0.295,0.812,62.744,20.081,-61.523
-0.649,-0.283,0.825,60.303,20.63,-63.232
-0.677,-0.256,0.852,51.514,27.039,-56.702
-0.696,-0.209,0.883,41.504,37.72,-47.18
-0.683,-0.17,0.88,31.433,45.044,-36.56
-0.648,-0.115,0.881,20.203,43.091,-30.884
-0.613,-0.071,0.919,10.559,37.292,-36.072
-0.594,-0.077,0.959,6.47,27.832,-44.434
-0.589,-0.09,0.989,4.395,13.184,-51.025
-0.577,-0.069,1.026,4.089,-1.282,-56.091
-0.559,-0.041,1.048,4.211,-11.292,-61.462
-0.558,-0.023,1.052,3.113,-14.954,-64.087
-0.553,-0.021,1.043,2.991,-11.23,-60.791
-0.528,-0.016,0.943,-6.042,-2.563,-54.199
-0.503,-0.025,0.854,-41.748,-9.46,-53.284
-0.474,-0.077,0.914,-47.974,-14.709,-54.382
-0.448,-0.149,0.917,-44.067,-14.587,-56.03
-0.429,-0.23,0.897,-50.11,-34.729,-58.655
-0.402,-0.307,1.006,-49.927,-48.523,-60.364
-0.37,-0.383,1.086,-41.626,-51.27,-61.035
-0.344,-0.461,1.12,-36.56,-53.467,-60.242
-0.323,-0.53,1.176,-36.255,-46.875,-55.786
-0.305,-0.592,1.191,-33.752,-34.668,-47.913
-0.285,-0.636,1.156,-30.762,-25.208,-38.269
-0.255,-0.65,1.123,-30.396,-19.592,-29.968
-0.238,-0.657,1.104,-23.315,-16.296,-24.475
-0.229,-0.678,1.081,-20.447,-13,-19.165
-0.208,-0.683,1.062,-17.7,-11.169,-13.733
-0.187,-0.672,1.043,-6.531,-10.803,-11.719
-0.169,-0.668,1.011,1.953,-10.864,-9.949
-0.157,-0.65,0.985,6.775,-11.78,-9.033
-0.152,-0.638,0.966,12.695,-11.658,-9.277
-0.155,-0.645,0.943,20.996,-11.902,-8.179
-0.163,-0.647,0.918,28.198,-10.925,-4.7
-0.16,-0.635,0.907,31.128,-9.216,-0.61
-0.15,-0.624,0.907,34.058,-5.188,2.258
-0.143,-0.624,0.885,33.203,-0.732,5.737
-0.133,-0.605,0.848,29.48,1.831,8.728
-0.121,-0.564,0.815,25.94,3.174,9.399
-0.109,-0.54,0.786,23.743,1.465,7.324
-0.1,-0.544,0.77,19.165,-2.441,4.639
-0.096,-0.535,0.784,13.55,-6.714,2.93
-0.094,-0.536,0.805,12.024,-6.714,-0.244
-0.093,-0.562,0.798,9.705,-5.249,0
-0.095,-0.565,0.793,5.981,-6.653,0.977
-0.104,-0.563,0.797,3.662,-8.301,-0.671
-0.108,-0.576,0.786,-0.122,-8.728,-2.136
-0.112,-0.59,0.78,-2.38,-10.071,-2.014
-0.121,-0.6,0.79,-3.784,-9.46,-1.038
-0.124,-0.618,0.797,-6.287,-7.996,1.038
-0.119,-0.629,0.797,-10.376,-5.493,4.395
-0.115,-0.623,0.781,-13.55,-2.808,5.981
-0.109,-0.622,0.764,-15.198,-2.869,5.859
-0.095,-0.627,0.766,-17.212,-4.272,4.517
-0.687,-0.454,1.512,-52.612,-76.843,12.451
-0.738,-0.472,1.543,-53.284,-80.994,21.667
-0.776,-0.458,1.572,-49.805,-83.923,35.217
-0.787,-0.437,1.573,-41.809,-84.717,47.058
-0.781,-0.414,1.505,-38.574,-84.839,59.448
-0.758,-0.326,1.363,-42.908,-85.876,63.416
-0.736,-0.218,1.179,-46.204,-94.299,57.068
-0.729,-0.156,1.014,-48.401,-112.732,45.41
-0.734,-0.141,0.926,-53.101,-134.644,32.593
-0.731,-0.163,0.908,-59.509,-153.503,20.935
-0.709,-0.21,0.929,-66.345,-166.626,13.672
-0.672,-0.251,0.951,-70.618,-173.584,11.108
-0.621,-0.279,0.949,-72.998,-175.537,11.353
-0.558,-0.307,0.926,-75.867,-176.697,14.465
-0.491,-0.324,0.922,-77.637,-178.772,16.479
-0.423,-0.351,0.933,-76.111,-178.65,14.832
-0.356,-0.392,0.924,-74.829,-175.049,13.123
-0.303,-0.427,0.902,-73.242,-168.152,11.047
-0.26,-0.459,0.867,-65.674,-156.799,7.751
-0.207,-0.489,0.788,-51.819,-145.386,5.615
-0.135,-0.539,0.665,-32.776,-143.311,5.066
-0.045,-0.62,0.566,-10.681,-149.597,9.46
0.065,-0.715,0.523,9.216,-153.32,20.996
0.183,-0.836,0.485,27.649,-147.827,39.063
0.292,-1.016,0.369,43.518,-131.897,65.247
0.412,-1.184,0.2,54.871,-113.586,102.661
0.538,-1.229,0.065,67.627,-91.37,137.451
0.615,-1.258,-0.146,83.252,-57.129,150.085
0.634,-1.341,-0.46,85.876,-19.836,146.545
0.592,-1.381,-0.728,85.266,19.348,124.451
0.447,-1.47,-1.034,85.999,59.998,78.369
0.156,-1.711,-1.446,73.059,75.317,25.818
-0.257,-1.821,-1.594,33.264,56.213,-15.747
-0.555,-1.867,-1.318,51.27,27.832,-47.974
-0.614,-2.075,-1.059,37.903,29.785,-47.424
-0.552,-2.09,-0.826,30.09,30.029,-4.761
-0.396,-1.914,-0.549,41.565,59.692,32.227
-0.157,-1.814,-0.543,50.842,101.685,69.824
0.076,-2.005,-0.875,-2.93,115.234,117.126
0.423,-1.721,-1.035,-20.02,79.529,185.181
0.807,-1.23,-0.906,33.752,54.749,127.991
1.02,-1.377,-0.881,2.869,38.269,91.003
1.125,-1.353,-0.691,-30.151,14.038,79.956
1.112,-1.273,-0.476,-38.94,14.648,30.701
1.026,-1.454,-0.369,-47.18,-8.301,-9.216
0.902,-1.734,-0.127,-53.284,-22.095,-32.776
0.751,-1.856,0.022,-55.176,-21.057,-28.625
0.572,-1.803,0.277,-45.837,-19.775,-40.649
0.386,-1.768,0.299,-22.156,2.686,-59.814
0.218,-1.787,0.047,-37.292,-33.02,-85.51
0.109,-1.86,0.105,-39.063,-67.566,-90.942
0.034,-1.9,0.341,-11.292,-54.382,-83.984
-0.042,-1.985,0.443,10.193,-6.653,-50.903
-0.036,-1.88,0.346,5.859,27.771,-3.296
-0.004,-1.621,0.318,15.869,48.279,12.268
-0.008,-1.5,0.325,27.405,73.792,17.456
-0.049,-1.407,0.274,35.95,96.558,24.17
-0.125,-1.312,0.188,50.781,111.694,21.973
-0.229,-1.269,0.078,65.308,117.371,18.127
-0.328,-1.201,-0.025,73.303,112,17.578
-0.385,-1.076,-0.097,77.087,97.168,15.137
-0.395,-0.943,-0.114,75.134,78.796,8.484
-0.385,-0.823,-0.063,66.895,65.857,-2.747
-0.398,-0.748,0.007,60.425,58.105,-17.029
-0.427,-0.748,0.08,57.983,51.758,-29.785
-0.453,-0.795,0.153,56.458,49.377,-36.255
-0.476,-0.821,0.225,59.326,47.668,-35.767
-0.498,-0.822,0.312,67.322,48.95,-32.532
-0.51,-0.813,0.391,73.73,56.396,-25.208
-0.498,-0.769,0.44,79.346,65.552,-16.174
-0.481,-0.702,0.461,85.327,72.571,-9.216
-0.446,-0.617,0.463,82.458,80.383,-3.906
-0.397,-0.506,0.455,73.425,88.501,-4.761
-0.371,-0.409,0.445,66.284,92.285,-13.611
-0.371,-0.364,0.453,59.692,90.576,-23.315
-0.393,-0.358,0.482,51.331,87.891,-29.724
-0.434,-0.378,0.513,45.593,83.252,-34.241
-0.463,-0.406,0.553,42.603,77.393,-36.011
-0.455,-0.402,0.606,40.771,73.669,-34.607
-0.428,-0.364,0.653,40.71,73.425,-34.119
-0.397,-0.31,0.661,42.664,75.806,-35.4
-0.374,-0.245,0.63,41.443,76.599,-39.063
-0.377,-0.21,0.572,37.354,73.242,-47.485
-0.382,-0.206,0.534,29.175,63.293,-55.969
-0.374,-0.203,0.576,20.02,50.11,-65.918
-0.38,-0.234,0.685,13.977,38.391,-76.416
-0.402,-0.294,0.804,10.986,33.569,-82.581
-0.416,-0.333,0.894,8.606,37.231,-82.458
-0.436,-0.345,0.933,8.85,45.288,-79.529
-0.461,-0.365,0.91,7.568,52.368,-70.557
-0.446,-0.342,0.848,-6.165,59.143,-59.082
-0.382,-0.258,0.791,-29.663,66.528,-55.542
-0.312,-0.185,0.776,-52.185,69.214,-56.519
-0.27,-0.141,0.835,-68.726,67.261,-61.951
-0.249,-0.12,0.927,-81.238,67.505,-70.435
-0.272,-0.155,0.999,-79.468,64.331,-79.407
-0.361,-0.295,1.05,-59.57,52.734,-80.933
-0.431,-0.441,1.114,-41.26,34.851,-67.2
-0.41,-0.466,1.226,-25.818,22.034,-53.894
-0.346,-0.454,1.321,-10.925,19.897,-50.964
-0.309,-0.47,1.345,-0.854,24.109,-49.744
-0.318,-0.479,1.278,8.667,29.663,-48.157
-0.338,-0.49,1.22,-6.287,25.208,-44.617
-0.347,-0.494,1.224,-9.583,27.893,-42.114
-0.364,-0.507,1.201,-6.775,30.701,-37.659
-0.387,-0.521,1.156,-2.991,34.485,-30.029
-0.405,-0.528,1.085,-1.343,37.354,-23.254
-0.422,-0.557,1.014,0.244,33.02,-16.968
-0.426,-0.591,0.975,0.854,26.489,-10.437
-0.401,-0.606,0.964,1.831,18.25,-5.127
-0.368,-0.607,0.989,6.042,13.306,-3.662
-0.346,-0.624,0.993,7.263,13.672,-3.906
-0.336,-0.644,0.971,12.146,12.878,-3.906
-0.332,-0.649,0.931,17.7,14.16,-3.601
-0.31,-0.642,0.885,18.921,13,-4.028
-0.285,-0.633,0.862,15.991,13.611,-6.47
-0.285,-0.647,0.821,12.817,14.038,-8.911
-0.295,-0.684,0.781,10.681,9.216,-8.179
-0.284,-0.705,0.784,9.094,5.127,-4.15
-0.256,-0.707,0.8,7.629,5.31,0.305
-0.597,-2.422,-0.763,154.053,65.063,-141.235
-0.799,-2.841,-0.838,159.668,95.764,-130.005
-0.853,-2.944,-0.761,129.517,125.488,-65.063
-0.688,-2.629,-0.634,100.098,160.706,11.902
-0.406,-2.21,-0.672,91.797,189.636,64.575
-0.119,-1.931,-0.93,79.163,189.392,90.576
0.18,-1.759,-1.209,50.964,143.921,89.844
0.522,-1.632,-1.252,13.489,66.345,66.101
0.839,-1.493,-0.947,-21.973,-9.521,30.334
1.009,-1.342,-0.472,-54.321,-51.575,-11.353
0.988,-1.328,-0.079,-45.776,-68.848,-53.467
0.866,-1.529,0.179,-3.906,-56.03,-78.857
0.73,-1.779,0.177,-6.775,-27.466,-82.581
0.581,-1.914,0.096,-16.968,-40.344,-78.43
0.443,-1.941,0.253,-3.845,-55.298,-77.698
0.322,-1.898,0.4,-7.507,-42.542,-70.129
0.215,-1.799,0.376,-18.066,-35.706,-60.486
0.129,-1.729,0.347,-27.832,-35.767,-54.749
0.064,-1.718,0.351,-37.781,-30.945,-41.382
0.038,-1.673,0.361,-48.157,-19.714,-18.005
0.068,-1.556,0.385,-55.115,-1.038,2.197
0.107,-1.419,0.392,-58.044,18.311,10.071
0.11,-1.318,0.373,-55.542,32.593,8.789
0.062,-1.271,0.34,-46.631,41.931,3.723
-0.014,-1.255,0.282,-36.743,49.072,0.366
-0.079,-1.227,0.21,-28.87,48.889,1.16
-0.143,-1.172,0.19,-15.381,40.1,1.526
-0.23,-1.143,0.229,0.488,36.987,-0.244
-0.302,-1.15,0.246,9.827,43.518,3.54
-0.329,-1.139,0.213,-1.343,48.584,14.343
-0.316,-1.034,0.218,-4.089,45.349,28.748
-0.272,-0.895,0.289,21.362,46.997,26.245
-0.238,-0.826,0.324,32.166,53.345,23.254
-0.224,-0.758,0.348,41.565,52.246,17.517
-0.223,-0.726,0.388,57.8,57.007,3.54
-0.233,-0.735,0.368,65.369,62.622,-0.366
-0.241,-0.684,0.328,73.303,59.387,-2.747
-0.258,-0.622,0.344,79.529,54.688,-10.01
-0.276,-0.6,0.373,81.909,54.077,-14.221
-0.279,-0.583,0.381,78.003,50.781,-17.029
-0.272,-0.553,0.427,68.787,46.448,-20.691
-0.259,-0.513,0.51,60.425,47.363,-28.015
-0.254,-0.523,0.566,61.401,48.157,-36.926
-0.253,-0.576,0.603,60.791,47.302,-38.452
-0.252,-0.573,0.667,57.129,47.363,-34.546
-0.263,-0.522,0.767,53.955,52.49,-34.058
-0.297,-0.514,0.841,54.504,64.819,-35.645
-0.328,-0.538,0.834,50.842,78.369,-32.471
-0.343,-0.505,0.784,42.969,85.938,-25.818
-0.341,-0.423,0.736,37.72,87.097,-23.437
-0.324,-0.356,0.702,36.255,82.031,-27.161
-0.31,-0.326,0.687,35.339,74.28,-34.79
-0.304,-0.323,0.68,33.264,66.65,-42.114
-0.311,-0.31,0.695,26.062,59.448,-48.95
-0.343,-0.292,0.755,16.907,54.749,-56.885
-0.392,-0.31,0.82,11.536,54.626,-63.049
-0.438,-0.349,0.843,10.254,52.612,-62.561
-0.458,-0.371,0.861,6.104,48.584,-60.181
-0.443,-0.376,0.895,3.113,48.706,-56.58
-0.414,-0.375,0.919,4.395,49.805,-50.232
-0.379,-0.375,0.92,7.874,53.04,-45.654
-0.344,-0.362,0.899,1.831,57.251,-42.786
-0.321,-0.305,0.883,-3.174,57.068,-42.664
-0.308,-0.283,0.911,-3.662,50.903,-48.035
-0.298,-0.286,0.966,-6.592,49.683,-51.025
-0.305,-0.276,0.971,-5.737,53.467,-56.274
-0.34,-0.303,0.917,-5.615,55.725,-57.739
-0.386,-0.337,0.852,-7.69,54.626,-52.063
-0.406,-0.329,0.843,-9.705,47.791,-43.091
-0.38,-0.295,0.901,-14.648,44.861,-36.743
-0.335,-0.243,0.964,-19.409,47.363,-34.058
-0.309,-0.221,1.001,-18.616,49.988,-36.865
-0.303,-0.25,1.004,-19.775,49.683,-37.354
-0.296,-0.253,1.036,-21.606,46.509,-37.781
-0.315,-0.253,1.026,-17.09,47.485,-41.077
-0.351,-0.298,1.024,-32.166,36.011,-42.114
-0.376,-0.348,1.087,-27.954,35.828,-37.842
-0.386,-0.393,1.073,-17.273,34.485,-30.273
-0.379,-0.429,1.068,-9.521,28.564,-21.057
-0.355,-0.434,1.1,-6.897,29.053,-14.832
-0.328,-0.442,1.096,-7.935,31.189,-12.695
-0.311,-0.455,1.071,-11.536,31.067,-10.742
-0.302,-0.464,1.063,-13.672,27.161,-9.827
-0.306,-0.479,1.087,-9.338,23.743,-12.634
-0.318,-0.513,1.105,-9.521,25.085,-14.587
-0.334,-0.551,1.098,-6.958,26.855,-15.015
-0.35,-0.585,1.074,2.197,27.893,-13.184
-0.355,-0.601,1.044,8.362,28.87,-7.874
-0.36,-0.606,1.01,12.329,28.259,-4.822
-0.365,-0.616,0.968,12.329,26.978,-2.808
-0.361,-0.62,0.925,11.169,23.132,-0.854
-0.358,-0.624,0.904,13.55,17.639,1.099
-0.354,-0.631,0.893,17.761,13.672,2.258
-0.343,-0.632,0.883,19.592,10.498,2.869
-0.328,-0.624,0.88,19.287,8.972,1.892
-0.318,-0.628,0.879,17.273,7.996,0.549
-0.313,-0.632,0.879,15.503,8.301,-0.549
-0.312,-0.635,0.867,17.334,8.789,-1.221
-0.303,-0.641,0.861,19.348,7.629,0.427
-0.292,-0.639,0.861,21.667,7.874,1.526
-0.284,-0.643,0.842,19.958,8.362,1.892
-0.27,-0.634,0.814,17.944,9.399,3.418
-0.258,-0.614,0.787,16.846,9.033,3.418
-0.253,-0.616,0.766,14.709,6.897,2.747
-0.251,-0.613,0.757,10.925,4.822,3.113
-0.245,-0.599,0.762,7.141,3.906,2.014
-0.241,-0.598,0.763,4.883,4.272,1.038
-0.249,-0.608,0.749,3.845,2.686,0.916
-0.256,-0.613,0.747,4.7,0.061,2.197
-0.253,-0.609,0.753,6.348,-0.854,3.967
-0.252,-0.607,0.755,8.362,-1.221,5.554
-0.255,-0.604,0.756,9.583,-1.16,8.118
-0.248,-0.592,0.757,10.254,-0.854,10.315
-0.233,-0.597,0.744,8.118,1.343,10.01
-0.22,-0.599,0.72,-1.221,6.042,8.911
-0.229,-0.584,0.713,-7.08,10.132,5.615
-0.245,-0.604,0.704,-10.01,13,3.845
-0.248,-0.629,0.686,-13.489,13.062,6.042
-0.253,-0.626,0.7,-13.123,10.193,8.179
-0.267,-0.64,0.744,-9.521,9.888,8.301
