aX,aY,aZ,gX,gY,gZ
0.133,-0.966,-0.393,-5.859,-87.097,125.916
0.176,-1.119,-0.312,10.681,-50.903,106.262
0.065,-1.255,-0.339,46.387,17.517,62.378
-0.258,-1.453,-0.77,87.708,96.191,-3.967
-0.714,-1.785,-1.523,115.723,141.235,-63.171
-1.094,-2.094,-2.153,104.126,126.038,-74.768
-1.242,-2.094,-2.273,61.218,75.317,-38.147
-1.13,-1.777,-1.976,33.63,37.415,6.592
-0.844,-1.474,-1.648,34.912,23.193,34.363
-0.527,-1.49,-1.536,45.349,17.029,52.429
-0.213,-1.682,-1.599,44.25,-1.404,67.871
0.179,-1.768,-1.544,28.992,-38.513,69.641
0.62,-1.738,-1.201,5.005,-66.711,51.575
0.933,-1.728,-0.835,-12.207,-68.237,22.217
1.123,-1.791,-0.605,-35.278,-61.646,0.732
1.236,-1.914,-0.426,-51.147,-54.565,-12.39
1.278,-1.902,-0.241,-94.91,-44.006,-9.399
1.21,-1.728,-0.108,-78.552,-40.283,-33.264
1.004,-1.668,-0.093,-44.922,-36.56,-65.552
0.776,-1.732,-0.22,-34.668,-39.673,-82.458
0.586,-1.792,-0.315,-27.893,-64.148,-86.792
0.469,-1.847,-0.209,-26.367,-75.867,-82.031
0.456,-1.861,-0.039,-41.443,-66.101,-60.486
0.493,-1.777,0.129,-38.147,-46.57,-40.71
0.521,-1.67,0.291,-45.044,-12.085,-27.039
0.521,-1.536,0.368,-36.194,23.621,-17.639
0.476,-1.407,0.352,-19.714,50.659,-21.484
0.392,-1.341,0.296,-8.179,69.885,-27.893
0.271,-1.294,0.222,4.395,76.233,-37.598
0.135,-1.268,0.164,16.296,69.153,-49.988
0.021,-1.255,0.172,26.55,51.758,-58.716
-0.057,-1.234,0.275,37.72,37.537,-60.974
-0.123,-1.202,0.407,52.063,33.691,-58.838
-0.187,-1.173,0.517,67.932,40.161,-56.213
-0.234,-1.164,0.604,74.219,56.946,-49.622
-0.26,-1.131,0.651,75.195,81.848,-38.452
-0.28,-1.067,0.646,81.116,107.605,-30.029
-0.297,-1.016,0.603,88.806,130.005,-23.254
-0.3,-0.971,0.522,93.506,148.621,-15.32
-0.296,-0.902,0.419,96.008,159.424,-7.324
-0.297,-0.826,0.326,98.267,162.109,-3.723
-0.292,-0.757,0.261,100.403,155.701,-3.174
-0.279,-0.671,0.249,98.267,141.174,-4.517
-0.262,-0.576,0.3,96.68,126.038,-10.864
-0.245,-0.504,0.382,95.642,115.295,-20.996
-0.23,-0.47,0.469,92.773,112.61,-34.241
-0.236,-0.469,0.529,90.881,117.31,-46.692
-0.263,-0.485,0.551,87.402,124.023,-53.223
-0.298,-0.497,0.558,83.13,129.15,-55.115
-0.338,-0.507,0.56,80.017,133.057,-55.237
-0.372,-0.504,0.534,76.111,132.69,-53.345
-0.387,-0.48,0.508,70.313,122.803,-51.392
-0.375,-0.439,0.535,65.002,108.398,-50.598
-0.354,-0.384,0.597,60.425,96.558,-52.063
-0.353,-0.327,0.66,57.434,89.111,-56.274
-0.366,-0.295,0.696,52.917,89.172,-62.988
-0.378,-0.283,0.686,43.457,92.59,-70.374
-0.411,-0.287,0.65,35.95,89.844,-79.224
-0.465,-0.335,0.648,28.381,78.796,-84.534
-0.508,-0.384,0.716,24.231,66.65,-81.238
-0.538,-0.397,0.823,28.137,58.533,-75.195
-0.56,-0.397,0.932,35.4,56.641,-66.467
-0.577,-0.362,1.026,43.945,62.561,-53.955
-0.593,-0.296,1.085,53.284,73.853,-41.992
-0.597,-0.236,1.084,61.462,86.304,-32.349
-0.6,-0.201,1.038,64.514,93.14,-25.818
-0.593,-0.177,0.974,61.523,94.727,-19.165
-0.576,-0.141,0.888,56.274,91.064,-18.25
-0.559,-0.099,0.819,30.701,83.191,-21.118
-0.55,-0.059,0.792,16.174,73.608,-27.893
-0.573,-0.058,0.745,8.362,59.814,-36.926
-0.597,-0.085,0.745,-2.869,32.837,-43.945
-0.607,-0.107,0.874,-12.817,9.216,-51.331
-0.632,-0.161,1.02,-7.812,-6.653,-58.289
-0.637,-0.233,1.096,9.338,-15.747,-57.983
-0.63,-0.285,1.112,-14.099,-23.56,-56.091
-0.63,-0.322,1.181,-18.555,-33.752,-54.016
-0.62,-0.372,1.245,-12.939,-24.719,-50.354
-0.597,-0.423,1.194,-3.357,-18.555,-41.687
-0.555,-0.436,1.156,1.709,-17.883,-34.18
-0.519,-0.433,1.16,5.493,-13.306,-30.518
-0.494,-0.469,1.136,6.775,-6.836,-25.452
-0.454,-0.503,1.088,-1.526,-0.854,-13.794
-0.401,-0.476,1.054,-11.719,3.906,-5.188
-0.356,-0.443,1.026,-13.062,7.629,-1.221
-0.323,-0.438,0.98,-8.85,8.606,0.488
-0.292,-0.445,0.928,-4.517,6.042,2.38
-0.254,-0.435,0.903,0.977,0.549,3.418
-0.221,-0.422,0.91,7.935,-4.578,0.977
-0.2,-0.432,0.913,14.221,-6.348,-1.648
-0.184,-0.444,0.891,21.423,-7.935,-3.235
-0.166,-0.454,0.861,24.658,-10.864,-5.188
-0.149,-0.465,0.841,26.672,-14.343,-7.507
-0.137,-0.486,0.834,26.611,-17.639,-10.132
-0.875,-0.22,1.646,-70.007,-96.069,-1.587
-0.931,-0.245,1.655,-78.552,-100.952,3.54
-0.98,-0.277,1.643,-83.984,-108.154,9.766
-1.012,-0.324,1.631,-87.891,-117.432,15.869
-1.035,-0.366,1.607,-85.876,-126.221,21.606
-1.048,-0.393,1.557,-84.167,-135.62,24.902
-1.035,-0.409,1.493,-82.825,-145.508,29.785
-1.001,-0.403,1.435,-80.994,-154.663,36.377
-0.972,-0.37,1.397,-79.956,-158.813,42.419
-0.957,-0.34,1.35,-76.538,-156.799,46.265
-0.931,-0.337,1.261,-73.608,-152.405,52.49
-0.872,-0.346,1.158,-74.951,-149.414,63.721
-0.797,-0.356,1.085,-79.041,-144.653,75.989
-0.723,-0.372,1.041,-83.191,-134.033,87.952
-0.65,-0.403,0.997,-83.862,-115.54,100.647
-0.579,-0.439,0.906,-81.482,-92.529,116.638
-0.518,-0.464,0.749,-79.407,-71.899,134.399
-0.454,-0.46,0.528,-65.186,-62.256,150.391
-0.361,-0.407,0.276,-37.17,-68.42,158.569
-0.259,-0.342,0.038,-8.85,-83.679,152.954
-0.157,-0.322,-0.207,18.738,-100.891,135.559
-0.078,-0.365,-0.426,39.856,-120.911,112.366
-0.038,-0.517,-0.568,57.373,-134.155,89.844
0.002,-0.81,-0.687,65.979,-131.042,75.134
0.058,-1.155,-0.82,63.049,-116.15,74.585
0.106,-1.431,-0.882,52.551,-93.75,80.261
0.098,-1.612,-0.84,53.833,-57.861,72.815
-0.003,-1.727,-0.819,72.021,-12.207,43.213
-0.166,-1.792,-0.878,96.741,24.78,-5.676
-0.322,-1.836,-0.979,120.056,43.274,-55.237
-0.434,-1.87,-1.085,120.117,43.884,-80.505
-0.534,-1.823,-1.089,91.431,33.936,-77.576
-0.618,-1.696,-0.942,61.523,27.527,-57.373
-0.621,-1.702,-0.817,50.11,28.32,-19.226
-0.413,-1.947,-0.86,45.41,18.433,41.504
0.078,-2.083,-0.816,19.287,-2.93,104.797
0.605,-1.832,-0.698,-6.409,-16.602,137.512
0.997,-1.533,-0.708,-23.804,-34.241,109.985
1.284,-1.604,-0.639,-36.865,-73.853,60.425
1.537,-1.852,-0.391,-50.72,-99.548,39.917
1.735,-1.832,-0.09,-115.967,-101.99,40.405
1.774,-1.589,0.121,-128.906,-96.252,14.221
1.672,-1.491,0.163,-102.051,-79.773,-37.354
1.473,-1.629,0.059,-76.782,-71.106,-70.007
1.233,-1.761,-0.011,-72.449,-78.064,-74.28
1.012,-1.76,0.097,-74.036,-79.529,-70.74
0.82,-1.734,0.247,-72.327,-67.444,-68.848
0.667,-1.723,0.345,-65.063,-51.086,-60.303
0.559,-1.672,0.449,-45.41,-29.114,-50.476
0.463,-1.601,0.514,-25.024,2.014,-36.804
0.381,-1.51,0.494,-10.132,32.471,-22.034
0.305,-1.398,0.443,1.709,55.298,-14.587
0.226,-1.302,0.394,10.071,70.801,-16.724
0.13,-1.255,0.343,19.104,76.599,-20.874
0.023,-1.219,0.312,27.954,73.73,-23.621
-0.076,-1.187,0.32,36.987,68.176,-28.625
-0.173,-1.188,0.343,46.875,62.256,-32.471
-0.256,-1.202,0.377,55.42,54.871,-28.931
-0.294,-1.162,0.445,61.34,49.377,-18.982
-0.295,-1.047,0.557,66.772,52.856,-11.963
-0.301,-0.936,0.666,77.82,69.519,-13.062
-0.316,-0.893,0.685,91.003,93.75,-14.16
-0.328,-0.873,0.619,99.731,113.892,-10.315
-0.342,-0.826,0.542,105.042,126.465,-5.188
-0.354,-0.766,0.491,108.459,134.949,-0.732
-0.354,-0.706,0.45,107.605,141.663,2.014
-0.346,-0.639,0.404,103.027,144.775,-0.732
-0.345,-0.579,0.362,100.586,141.541,-9.705
-0.348,-0.535,0.341,95.947,131.897,-18.677
-0.352,-0.491,0.355,88.013,116.821,-24.353
-0.358,-0.439,0.412,81.848,101.379,-31.128
-0.364,-0.396,0.484,77.087,91.98,-43.091
-0.372,-0.399,0.528,71.167,86.853,-55.176
-0.381,-0.434,0.547,63.11,80.505,-60.669
-0.389,-0.454,0.582,54.26,73.792,-60.974
-0.386,-0.457,0.65,46.082,72.693,-59.082
-0.375,-0.441,0.716,40.588,78.186,-55.359
-0.362,-0.414,0.753,37.659,84.412,-53.101
-0.353,-0.385,0.773,33.508,88.806,-52.551
-0.351,-0.352,0.775,32.654,90.332,-55.42
-0.341,-0.352,0.754,33.264,87.158,-59.082
-0.32,-0.355,0.741,30.457,80.688,-59.814
-0.295,-0.339,0.756,26.428,76.355,-61.462
-0.283,-0.353,0.786,21.24,76.172,-63.721
-0.296,-0.369,0.812,15.991,79.529,-61.584
-0.319,-0.359,0.811,11.536,83.13,-57.495
-0.331,-0.347,0.793,5.371,81.787,-51.941
-0.326,-0.309,0.789,-1.282,77.942,-45.654
-0.309,-0.253,0.789,-2.991,74.402,-44.006
-0.286,-0.233,0.787,-4.883,69.153,-45.715
-0.282,-0.233,0.804,-12.268,64.392,-49.011
-0.297,-0.243,0.83,-17.883,60.486,-56.03
-0.334,-0.283,0.847,-21.301,53.772,-64.392
-0.376,-0.336,0.889,-26.672,43.213,-66.65
-0.397,-0.369,0.978,-26.489,38.879,-65.308
-0.423,-0.407,1.036,-17.7,43.091,-63.171
-0.441,-0.464,1.035,-13.855,49.377,-56.213
-0.438,-0.479,1.025,-19.47,59.448,-44.739
-0.435,-0.445,0.989,-25.33,74.402,-37.109
-0.45,-0.428,0.903,-21.057,82.947,-33.447
-0.456,-0.423,0.747,-15.991,81.482,-31.799
-0.457,-0.41,0.679,-47.058,59.082,-32.593
-0.455,-0.383,0.811,-52.246,45.166,-37.659
-0.459,-0.389,0.901,-43.945,42.48,-43.701
-0.483,-0.433,0.927,-28.442,33.752,-43.518
-0.503,-0.43,0.958,-16.418,31.006,-40.344
-0.519,-0.397,0.948,-10.742,27.649,-38.208
-0.524,-0.391,0.931,-11.78,24.17,-35.156
-0.51,-0.38,0.914,-14.526,19.592,-30.579
-0.485,-0.376,0.921,-11.841,10.071,-31.921
-0.459,-0.408,0.97,-10.681,0.427,-32.593
-0.439,-0.439,1.036,-10.193,-5.859,-33.691
-0.426,-0.485,1.085,-9.521,-8.423,-35.645
-0.424,-0.543,1.111,-7.446,-9.338,-33.691
-0.423,-0.585,1.13,-5.859,-10.193,-28.442
-0.405,-0.606,1.147,-3.235,-9.216,-24.109
-0.387,-0.613,1.147,3.052,-6.47,-19.592
-0.375,-0.631,1.114,11.597,-4.578,-14.526
-0.359,-0.645,1.063,17.334,-4.395,-8.362
-0.341,-0.642,1.028,20.752,-5.92,-2.808
-0.894,-0.362,1.477,-52.917,-99.548,-10.62
-0.934,-0.358,1.507,-56.396,-104.431,-10.193
-0.979,-0.386,1.493,-56.335,-115.784,-12.085
-1.013,-0.451,1.476,-58.533,-132.812,-13.916
-1.03,-0.523,1.476,-64.392,-149.78,-16.785
-1.031,-0.556,1.477,-67.505,-164.246,-19.287
-1.024,-0.553,1.486,-65.552,-179.138,-21.606
-1.019,-0.568,1.51,-60.608,-189.636,-23.987
-0.999,-0.595,1.51,-63.049,-189.575,-23.804
-0.964,-0.592,1.431,-66.04,-184.57,-23.376
-0.91,-0.589,1.305,-64.88,-185.486,-29.175
-0.839,-0.636,1.215,-64.209,-189.392,-34.851
-0.768,-0.707,1.165,-64.209,-188.354,-37.598
-0.71,-0.801,1.089,-63.477,-182.983,-35.4
-0.689,-0.906,1.002,-58.167,-181.641,-23.071
-0.659,-0.956,0.968,-41.016,-183.35,-2.319
-0.571,-0.94,0.934,-20.508,-175.72,20.447
-0.482,-0.905,0.833,3.662,-161.743,39.917
-0.415,-0.875,0.651,34.485,-148.376,59.265
-0.337,-0.816,0.391,59.631,-135.315,80.933
-0.23,-0.732,0.085,74.707,-126.038,99.182
-0.12,-0.68,-0.174,80.383,-122.925,115.051
-0.052,-0.726,-0.335,75.806,-118.469,131.897
-0.003,-0.866,-0.391,70.251,-108.459,154.358
0.08,-1.055,-0.408,65.857,-83.191,182.495
0.141,-1.255,-0.506,66.895,-45.654,216.064
0.161,-1.334,-0.606,78.918,-9.399,246.643
0.171,-1.278,-0.699,101.44,34.973,256.226
0.126,-1.224,-0.953,126.038,77.454,239.868
-0.008,-1.181,-1.376,140.198,96.802,206.909
-0.196,-1.16,-1.815,137.634,87.585,162.17
-0.304,-1.129,-1.959,110.84,57.861,129.761
-0.29,-0.982,-1.709,79.468,41.26,116.272
-0.262,-0.824,-1.444,50.476,51.941,101.685
-0.245,-0.797,-1.409,27.222,53.101,89.05
-0.142,-0.932,-1.463,6.714,29.114,80.2
0.131,-1.144,-1.394,-16.846,-14.221,73.303
0.531,-1.328,-1.099,-44.434,-56.396,54.993
0.932,-1.459,-0.618,-57.434,-86.365,20.264
1.167,-1.616,-0.122,-52.185,-87.219,-29.48
1.267,-1.921,0.176,-42.847,-84.778,-74.402
1.307,-2.3,0.322,-38.635,-91.858,-101.44
1.255,-2.586,0.443,-48.462,-93.628,-97.717
1.185,-2.585,0.605,-56.152,-93.262,-74.341
1.088,-2.313,0.716,-53.04,-79.102,-64.453
0.883,-2.077,0.634,-38.269,-63.965,-71.045
0.651,-1.974,0.426,-22.888,-54.26,-78.918
0.457,-1.942,0.234,-18.738,-60.303,-72.021
0.356,-1.877,0.199,4.639,-62.012,-59.448
0.308,-1.848,0.196,14.709,-45.288,-42.725
0.3,-1.787,0.177,-8.545,-36.499,-5.371
0.354,-1.572,0.307,-16.418,-20.447,10.315
0.377,-1.426,0.372,-11.841,17.639,9.949
0.355,-1.338,0.255,-13.672,33.63,9.583
0.302,-1.233,0.229,-9.644,31.189,-0.122
0.215,-1.177,0.274,0.488,35.034,-12.756
0.119,-1.163,0.262,11.536,32.166,-22.4
0.049,-1.138,0.282,20.752,19.714,-27.405
0.002,-1.094,0.37,27.588,12.512,-28.564
-0.038,-1.051,0.443,32.593,14.587,-29.48
-0.074,-1.021,0.47,33.997,20.508,-28.625
-0.101,-0.99,0.501,36.499,25.574,-24.353
-0.121,-0.945,0.578,36.438,37.048,-17.761
-0.135,-0.885,0.641,36.316,60.364,-12.451
-0.147,-0.833,0.615,37.048,83.923,-9.155
-0.154,-0.792,0.542,40.161,96.619,-5.188
-0.164,-0.744,0.488,45.044,98.938,-2.625
-0.177,-0.693,0.468,51.025,94.482,-3.967
-0.184,-0.651,0.483,57.8,85.266,-8.423
-0.191,-0.622,0.534,65.491,75.989,-13.245
-0.196,-0.589,0.604,71.045,72.51,-16.785
-0.193,-0.544,0.664,72.449,76.416,-21.912
-0.198,-0.512,0.695,70.557,83.496,-29.053
-0.222,-0.51,0.699,65.308,88.989,-36.011
-0.248,-0.519,0.692,54.932,94.177,-42.297
-0.275,-0.546,0.682,44.128,97.168,-46.143
-0.301,-0.569,0.689,34.973,97.473,-42.969
-0.314,-0.556,0.717,28.625,98.022,-38.33
-0.304,-0.524,0.749,26.306,98.694,-35.828
-0.279,-0.486,0.778,26.855,99.976,-34.607
-0.254,-0.446,0.786,26.062,102.295,-34.363
-0.246,-0.417,0.762,24.719,102.966,-38.757
-0.251,-0.408,0.717,19.287,100.952,-44.434
-0.251,-0.41,0.666,13.306,95.337,-50.354
-0.264,-0.424,0.642,9.521,83.679,-55.115
-0.294,-0.469,0.666,10.742,69.824,-57.129
-0.325,-0.517,0.719,14.526,56.213,-53.589
-0.342,-0.54,0.804,18.005,46.631,-48.889
-0.334,-0.551,0.891,20.325,47.546,-42.419
-0.311,-0.543,0.939,18.799,56.58,-33.081
-0.266,-0.501,0.938,15.198,71.899,-27.039
-0.214,-0.437,0.895,9.888,87.402,-26.855
-0.202,-0.389,0.83,4.639,97.351,-30.762
-0.224,-0.398,0.749,4.761,100.647,-32.043
-0.24,-0.437,0.641,0.732,94.971,-28.198
-0.235,-0.421,0.607,-11.108,78.674,-23.254
-0.219,-0.383,0.696,-10.742,67.993,-27.161
-0.218,-0.41,0.761,-10.376,66.04,-32.288
-0.233,-0.444,0.791,-11.23,61.584,-33.691
-0.244,-0.446,0.842,-15.198,61.707,-34.119
-0.243,-0.434,0.865,-12.878,64.88,-33.997
-0.236,-0.428,0.868,-11.108,69.763,-34.18
-0.243,-0.41,0.82,-9.521,76.965,-32.349
-0.242,-0.381,0.722,-0.854,77.698,-33.081
-0.258,-0.396,0.612,-23.987,70.435,-34.546
-0.276,-0.405,0.685,-33.691,55.725,-30.151
-0.278,-0.411,0.774,-25.452,68.298,-27.1
-0.302,-0.452,0.735,-21.912,64.148,-20.447
-0.305,-0.432,0.785,-25.757,64.27,-13.611
-0.305,-0.378,0.797,-26.001,70.129,-16.052
-0.328,-0.365,0.759,-25.94,65.43,-19.47
-0.359,-0.361,0.752,-26.978,57.19,-24.475
-0.387,-0.372,0.762,-22.827,45.166,-31.311
-0.418,-0.403,0.792,-21.729,30.273,-37.537
-0.444,-0.44,0.866,-25.146,18.921,-41.26
-0.466,-0.497,0.923,-17.822,15.442,-41.626
-0.483,-0.554,0.951,-11.841,10.864,-35.461
-0.478,-0.582,0.996,-10.376,13.794,-28.503
-0.469,-0.61,1.013,-14.343,21.606,-22.339
-0.46,-0.637,1.008,-17.09,27.893,-14.526
-0.721,-0.443,1.441,-18.005,-113.647,2.136
-0.749,-0.448,1.432,-24.597,-115.295,3.662
-0.776,-0.473,1.404,-28.748,-119.141,6.653
-0.802,-0.502,1.373,-33.63,-122.864,13.062
-0.828,-0.517,1.325,-39.246,-126.343,19.592
-0.839,-0.52,1.258,-41.016,-132.935,26.428
-0.831,-0.519,1.195,-42.847,-142.151,29.663
-0.813,-0.525,1.143,-44.067,-154.724,30.823
-0.8,-0.531,1.116,-43.579,-169.922,30.029
-0.805,-0.545,1.101,-43.152,-181.702,26.367
-0.812,-0.569,1.068,-44.739,-191.772,24.353
-0.806,-0.584,1.056,-45.471,-204.59,25.452
-0.786,-0.58,1.093,-42.175,-213.257,28.625
-0.754,-0.574,1.133,-36.743,-214.478,33.203
-0.709,-0.575,1.152,-34.119,-209.839,40.588
-0.657,-0.57,1.17,-30.762,-201.66,50.232
-0.602,-0.554,1.196,-23.132,-189.148,62.256
-0.541,-0.526,1.216,-12.207,-172.363,76.294
-0.479,-0.503,1.21,2.38,-152.771,89.172
-0.422,-0.499,1.174,21.118,-132.935,103.821
-0.363,-0.517,1.111,40.71,-111.023,121.277
-0.28,-0.554,0.992,55.725,-84.229,143.616
-0.158,-0.591,0.812,65.552,-55.298,167.847
-0.008,-0.63,0.594,68.97,-24.353,190.613
0.166,-0.676,0.324,65.125,6.775,209.473
0.369,-0.723,-0.011,63.965,23.865,223.511
0.595,-0.787,-0.374,66.711,16.174,229.004
0.807,-0.931,-0.68,80.261,-10.376,218.689
0.953,-1.149,-0.877,99.548,-31.128,194.763
0.983,-1.369,-1.021,121.46,-29.663,155.823
0.885,-1.578,-1.183,146.912,-7.019,97.534
0.606,-1.725,-1.358,159.18,29.053,22.217
0.123,-1.762,-1.495,148.376,65.796,-64.88
-0.401,-1.805,-1.562,125.427,86.731,-132.324
-0.76,-1.871,-1.526,87.524,82.336,-142.273
-0.897,-1.802,-1.316,47.913,60.669,-110.962
-0.944,-1.628,-1.033,21.851,47.546,-73.975
-0.927,-1.555,-0.901,4.028,39.795,-41.077
-0.718,-1.625,-0.925,-17.517,14.893,-6.775
-0.299,-1.599,-0.916,-53.284,-32.715,22.888
0.19,-1.423,-0.724,-86.487,-90.942,18.372
0.591,-1.41,-0.373,-101.379,-139.832,-15.808
0.914,-1.599,-0.004,-105.286,-174.072,-44.983
1.165,-1.798,0.434,-71.838,-186.157,-64.636
1.284,-1.929,0.785,-58.472,-148.926,-57.007
1.278,-1.894,0.858,-61.157,-112.549,-35.4
1.161,-1.739,0.85,-58.777,-82.764,-27.954
0.969,-1.655,0.717,-51.331,-52.49,-30.518
0.789,-1.649,0.528,-50.903,-50.354,-22.888
0.645,-1.59,0.487,-35.889,-54.504,-15.564
0.558,-1.521,0.495,-39.612,-43.091,-8.423
0.582,-1.467,0.491,-50.537,-31.128,6.104
0.618,-1.419,0.546,-54.321,-23.132,15.015
0.636,-1.375,0.653,-56.702,-7.324,24.048
0.57,-1.324,0.75,-52.063,16.357,22.156
0.471,-1.272,0.775,-40.1,39.734,17.883
0.33,-1.208,0.68,-19.714,61.279,4.15
0.061,-1.289,0.625,23.499,61.462,-4.456
-0.176,-1.374,0.642,39.978,77.881,15.93
-0.261,-1.254,0.483,44.678,91.797,34.302
-0.31,-1.09,0.345,61.462,72.388,39.734
-0.326,-1.115,0.317,69.763,67.078,40.771
-0.176,-1.446,0.048,27.161,63.354,42.664
-0.019,-0.993,-0.079,2.014,20.02,62.622
-0.012,-0.29,0.377,61.096,-36.621,2.93
-0.068,-0.702,0.527,80.811,13.794,-39.368
-0.079,-1.021,0.274,50.537,22.888,-7.446
-0.056,-0.77,0.365,41.321,16.296,7.507
-0.02,-0.688,0.495,49.377,34.485,-1.16
0.014,-0.748,0.455,50.171,46.387,1.038
0.038,-0.686,0.43,51.636,48.95,-3.357
0.039,-0.645,0.441,58.228,52.673,-17.151
0.008,-0.69,0.418,56.03,57.8,-25.269
-0.042,-0.722,0.377,48.828,57.007,-26.184
-0.081,-0.7,0.387,43.457,50.781,-24.902
-0.096,-0.66,0.435,38.757,48.096,-26.062
-0.087,-0.638,0.46,35.583,47.119,-32.104
-0.083,-0.642,0.465,30.518,43.823,-38.086
-0.077,-0.646,0.475,22.888,40.161,-40.039
-0.061,-0.649,0.49,13.794,39.368,-40.894
-0.052,-0.645,0.512,2.258,41.87,-39.307
-0.039,-0.63,0.542,-4.395,44.434,-35.767
-0.016,-0.61,0.581,-10.559,48.401,-31.799
0.012,-0.576,0.614,-15.198,56.091,-30.151
0.026,-0.555,0.634,-15.991,63.293,-32.166
0.011,-0.54,0.645,-16.052,72.205,-36.621
-0.03,-0.557,0.605,-15.686,81.421,-44.373
-0.074,-0.625,0.524,-20.02,80.322,-44.922
-0.075,-0.626,0.499,-27.649,69.946,-37.17
-0.035,-0.564,0.571,-29.541,58.594,-33.081
0.013,-0.536,0.698,-28.564,54.016,-32.532
0.047,-0.523,0.817,-25.513,58.96,-35.4
0.045,-0.538,0.886,-17.09,67.932,-40.1
0.014,-0.587,0.893,-12.207,77.942,-40.833
-0.036,-0.622,0.876,-6.714,84.717,-37.964
-0.098,-0.634,0.851,1.343,92.285,-32.471
-0.137,-0.623,0.803,10.071,95.703,-25.146
-0.163,-0.582,0.779,16.357,96.68,-19.287
-0.175,-0.526,0.766,20.081,99.854,-17.029
-0.172,-0.49,0.719,20.02,100.708,-18.311
-0.178,-0.462,0.69,14.404,95.886,-20.02
-0.202,-0.426,0.715,8.118,90.393,-24.292
-0.236,-0.417,0.753,0.671,86.182,-30.334
-0.257,-0.445,0.788,-2.747,78.186,-34.424
-0.276,-0.47,0.863,-1.587,67.078,-36.56
-0.298,-0.501,0.962,3.052,60.669,-39.734
-0.314,-0.554,1.034,11.536,57.129,-39.673
-0.315,-0.591,1.101,25.024,53.345,-34.058
-0.31,-0.591,1.138,28.137,58.533,-26.855
-0.308,-0.574,1.152,13.672,63.965,-20.874
-0.312,-0.562,1.171,6.47,77.942,-15.442
-0.318,-0.531,1.11,10.01,92.59,-8.911
-0.329,-0.504,0.985,14.404,93.628,-7.874
-0.344,-0.495,0.918,6.958,84.229,-5.859
-0.335,-0.453,0.929,-1.892,77.209,-4.883
-0.333,-0.433,0.935,-3.113,71.716,-10.925
-0.357,-0.456,0.929,-1.648,63.721,-13.672
-0.376,-0.458,0.948,0.916,57.19,-14.404
-0.386,-0.453,0.959,8.972,55.176,-16.296
-0.392,-0.453,0.922,16.724,52.185,-16.907
-0.774,-0.309,1.526,-15.747,-125.366,-7.324
-0.76,-0.288,1.594,-14.038,-135.498,-4.395
-0.763,-0.264,1.642,-10.071,-138.55,-4.211
-0.778,-0.276,1.64,-6.836,-140.381,-1.282
-0.778,-0.286,1.615,-8.728,-144.531,7.324
-0.758,-0.253,1.602,-9.644,-149.353,17.151
-0.724,-0.207,1.596,-12.268,-151.794,20.63
-0.693,-0.188,1.566,-17.639,-154.297,21.851
-0.677,-0.197,1.507,-20.508,-160.217,23.376
-0.664,-0.225,1.448,-23.743,-169.861,26.123
-0.654,-0.25,1.405,-26.917,-179.626,31.921
-0.632,-0.245,1.363,-27.222,-186.768,36.926
-0.583,-0.245,1.276,-23.804,-192.81,39.978
-0.512,-0.301,1.118,-20.63,-199.158,42.48
-0.416,-0.367,0.909,-18.005,-203.796,46.143
-0.317,-0.37,0.731,-15.564,-206.421,48.523
-0.243,-0.373,0.615,-0.488,-201.904,41.748
-0.214,-0.475,0.493,24.597,-186.829,30.518
-0.252,-0.655,0.338,45.898,-165.222,27.466
-0.325,-0.829,0.176,59.082,-140.442,32.898
-0.392,-0.959,0.033,66.162,-114.868,42.847
-0.455,-1.059,-0.099,69.458,-89.966,51.27
-0.545,-1.22,-0.304,67.566,-66.65,51.514
-0.668,-1.434,-0.559,52.246,-57.068,48.767
-0.832,-1.555,-0.67,30.396,-61.829,41.382
-0.984,-1.628,-0.582,35.4,-65.979,12.512
-1.065,-1.73,-0.383,62.744,-57.678,-21.179
-1.068,-1.757,-0.144,95.337,-30.579,-30.884
-1.047,-1.697,-0.035,125.793,23.804,-7.263
-1.003,-1.684,-0.172,141.541,84.839,43.823
-0.784,-1.651,-0.395,135.803,135.376,119.08
-0.383,-1.399,-0.708,96.497,169.312,191.528
0.08,-1.008,-1.12,51.453,147.156,204.956
0.512,-0.839,-1.259,-21.301,60.974,164.001
0.959,-0.94,-0.868,-79.041,-32.41,103.088
1.224,-1.178,-0.235,-86.426,-80.75,34.363
1.272,-1.563,0.214,-71.96,-92.896,-7.446
1.241,-1.934,0.451,-63.049,-82.52,-14.465
1.13,-2.163,0.572,-55.176,-56.458,-2.136
1.1,-2.203,0.633,-71.472,-33.142,25.452
1.142,-2.017,0.687,-68.848,-23.499,41.321
1.161,-1.763,0.684,-44.312,-14.587,31.372
1.087,-1.581,0.588,-16.968,-9.094,11.169
0.92,-1.469,0.49,5.554,-9.644,-5.249
0.756,-1.413,0.441,25.879,-1.709,-12.756
0.638,-1.397,0.355,18.677,8.972,-3.174
0.626,-1.273,0.252,-0.427,15.808,11.475
0.638,-1.099,0.179,7.69,1.404,-3.784
0.584,-1.102,0.176,14.221,-15.015,-24.353
0.529,-1.169,0.154,-15.137,-14.099,-33.142
0.457,-1.184,0.149,-31.982,-33.508,-43.823
0.372,-1.239,0.3,-28.809,-45.532,-58.533
0.28,-1.33,0.424,-28.137,-37.598,-62.195
0.194,-1.374,0.46,-18.433,-32.227,-60.852
