aX,aY,aZ,gX,gY,gZ
0.003,0.171,-0.331,-85.022,-23.56,-149.414
0.104,0.124,-0.377,-79.346,-61.035,-148.376
0.164,0.008,-0.285,-56.763,-85.632,-150.269
0.169,-0.229,-0.138,-17.944,-93.689,-145.691
0.149,-0.509,0.016,9.521,-88.013,-118.896
0.122,-0.711,0.158,20.813,-70.74,-71.655
0.1,-0.705,0.234,5.432,-47.607,-17.517
0.095,-0.49,0.222,-22.034,-27.527,22.339
0.092,-0.224,0.163,-45.41,-20.203,34.18
0.075,-0.056,0.152,-62.134,-24.353,27.161
0.05,0.02,0.204,-61.279,-25.146,15.869
0.037,0.057,0.259,-52.612,-18.372,6.653
0.043,0.056,0.294,-37.476,-9.888,-1.831
0.063,-0.02,0.313,-14.893,-4.761,-13.367
0.084,-0.2,0.341,3.967,-8.179,-20.569
0.093,-0.413,0.41,12.817,-13.733,-14.465
0.105,-0.531,0.471,23.315,-15.015,2.441
0.115,-0.525,0.49,23.804,-12.634,17.944
0.111,-0.455,0.461,24.475,-5.432,31.982
0.102,-0.365,0.364,26.611,0.183,43.213
0.101,-0.275,0.233,28.32,0.732,46.326
0.096,-0.217,0.133,23.315,-1.831,40.405
0.082,-0.198,0.105,19.409,-3.235,28.381
0.056,-0.217,0.107,6.592,0.916,17.273
0.036,-0.253,0.108,-6.165,4.639,16.663
0.032,-0.253,0.113,-9.399,7.629,21.912
0.03,-0.224,0.118,-10.742,7.629,28.015
0.035,-0.195,0.138,-1.831,6.47,30.212
0.044,-0.164,0.131,14.893,8.85,28.625
0.049,-0.128,0.073,16.968,11.353,27.405
0.027,-0.095,-0.001,15.381,8.24,23.437
-0.015,-0.089,-0.047,15.564,-2.319,12.695
-0.06,-0.122,-0.039,26.55,-15.015,1.648
-0.12,-0.172,0.019,37.292,-26.367,-1.16
-0.159,-0.198,0.109,42.358,-30.823,2.441
-0.18,-0.167,0.18,53.833,-25.146,7.324
-0.216,-0.097,0.19,61.707,-13.245,10.62
-0.244,-0.046,0.187,52.49,-2.563,9.338
-0.291,-0.045,0.228,59.265,5.188,8.606
-0.384,-0.063,0.26,80.688,14.038,12.085
-0.458,-0.082,0.243,94.91,27.161,14.771
-0.51,-0.099,0.182,105.042,40.588,15.808
-0.562,-0.117,0.122,100.403,47.119,18.799
-0.586,-0.143,0.113,94.666,47.363,23.865
-0.588,-0.16,0.147,89.294,48.34,31.372
-0.57,-0.174,0.182,82.703,54.382,39.368
-0.554,-0.257,0.194,79.651,61.646,50.903
-0.594,-0.39,0.174,82.397,69.885,77.759
-0.664,-0.403,0.126,54.382,73.303,114.746
-0.762,-0.28,0.104,21.362,66.895,142.395
-0.9,-0.157,0.169,-5.92,57.312,151.672
-0.99,-0.075,0.244,-13.428,53.162,157.349
-1.012,0.019,0.262,-30.212,52.307,171.509
-1.027,0.096,0.315,-57.19,50.537,185.425
-1.02,0.123,0.384,-60.852,52.185,192.261
-0.998,0.152,0.314,-48.218,62.317,197.632
-1.047,0.182,0.163,-48.157,66.589,205.872
-1.163,0.223,0.112,-42.297,52.673,217.041
-1.323,0.263,0.183,-22.461,33.386,225.464
-1.512,0.279,0.404,0.122,26.794,238.953
-1.7,0.402,0.625,27.161,46.57,241.882
-1.831,0.661,0.56,55.359,53.955,231.262
-1.843,0.935,0.327,65.857,31.555,219.543
-1.876,1.123,0.255,57.678,18.555,196.777
-2.028,1.142,0.392,26.55,28.442,171.57
-2.158,1.028,0.527,26.978,34.363,147.339
-2.206,0.891,0.588,43.213,35.278,126.282
-2.245,0.768,0.652,46.631,45.898,107.666
-2.285,0.673,0.676,39.429,72.144,94.91
-2.306,0.647,0.504,30.884,98.206,96.436
-2.264,0.743,0.167,33.875,98.572,98.755
-2.168,0.881,-0.146,30.151,83.557,80.566
-2.078,0.895,-0.371,24.231,60.12,49.988
-1.996,0.783,-0.487,13.55,29.785,26.245
-1.943,0.632,-0.423,2.625,-5.005,13.245
-1.915,0.517,-0.192,-2.808,-31.128,10.803
-1.889,0.471,0.074,-9.155,-35.828,10.986
-1.853,0.488,0.245,-18.188,-24.353,10.071
-1.791,0.524,0.298,-25.94,-9.827,4.089
-1.707,0.543,0.268,-24.292,-0.732,-4.822
-1.609,0.544,0.204,-26.428,2.563,-13.489
-1.507,0.531,0.142,-23.071,3.662,-21.973
-1.41,0.53,0.069,-17.944,3.113,-29.114
-1.316,0.532,0.013,-13.977,-1.892,-38.147
-1.235,0.494,0.005,0.244,-9.949,-49.622
-1.174,0.42,0.032,13.306,-15.625,-57.373
-1.126,0.348,0.079,20.386,-17.7,-59.753
-1.949,0.428,0.569,-95.154,-64.087,-25.879
-1.898,0.565,0.616,-92.957,-60.669,-41.26
-1.827,0.582,0.68,-85.999,-59.998,-61.096
-1.745,0.508,0.749,-82.886,-53.589,-76.233
-1.661,0.397,0.799,-81.482,-44.006,-82.886
-1.554,0.323,0.807,-85.388,-32.104,-80.994
-1.422,0.326,0.764,-100.647,-17.212,-78.064
-1.287,0.346,0.687,-116.211,-4.761,-83.679
-1.157,0.312,0.613,-123.23,3.723,-93.811
-1.045,0.227,0.55,-122.375,15.076,-98.511
-0.944,0.13,0.478,-113.281,25.757,-97.9
-0.831,0.045,0.387,-96.924,31.921,-99.304
-0.729,-0.058,0.27,-74.524,35.095,-103.455
-0.665,-0.172,0.143,-56.519,35.828,-102.051
-0.628,-0.239,0.035,-36.011,30.579,-92.59
-0.602,-0.229,-0.062,-15.625,19.165,-78.003
-0.59,-0.152,-0.14,1.648,-3.54,-59.57
-0.557,-0.001,-0.13,21.301,-30.457,-47.485
-0.499,0.157,-0.033,32.715,-37.17,-54.321
-0.448,0.211,0.045,41.382,-23.987,-79.163
-0.385,0.117,0.023,48.828,-6.531,-114.441
-0.319,-0.151,-0.082,52.856,4.211,-150.757
-0.288,-0.551,-0.201,52.307,5.249,-166.382
-0.282,-0.954,-0.275,36.56,-5.554,-155.212
-0.288,-1.249,-0.239,2.136,-23.682,-125.122
-0.315,-1.356,-0.078,-39.795,-36.621,-79.712
-0.334,-1.258,0.141,-76.782,-31.311,-30.579
-0.347,-1.057,0.303,-83.557,-11.475,7.202
-0.368,-0.854,0.35,-71.35,8.179,31.372
-0.381,-0.674,0.316,-54.016,19.958,47.424
-0.386,-0.51,0.242,-43.884,24.17,57.373
-0.398,-0.376,0.163,-42.297,22.095,59.875
-0.423,-0.299,0.116,-50.171,13.489,55.664
-0.448,-0.273,0.127,-71.106,2.075,49.255
-0.463,-0.262,0.194,-105.408,-4.761,43.335
-0.467,-0.226,0.306,-148.987,-2.747,38.696
-0.464,-0.158,0.399,-181.152,9.644,36.438
-0.442,-0.099,0.409,-204.529,23.926,43.335
-0.385,0.006,0.369,-211.548,30.823,51.697
-0.319,0.162,0.344,-201.782,34.363,42.542
-0.28,0.258,0.328,-168.274,39.307,22.888
-0.241,0.298,0.268,-106.445,44.067,4.944
-0.2,0.305,0.144,-37.659,45.105,-8.179
-0.177,0.303,0.015,11.658,36.011,-17.334
-0.137,0.287,-0.014,48.706,14.526,-29.114
-0.114,0.193,0.103,81.848,-6.226,-38.208
-0.129,0.052,0.301,99.121,-21.301,-41.565
-0.148,-0.056,0.489,86.06,-21.179,-35.461
-0.156,-0.092,0.597,57.434,-7.874,-22.4
-0.144,-0.066,0.584,30.396,7.69,-11.414
-0.118,-0.012,0.471,8.301,18.677,-5.005
-0.095,0.055,0.318,-9.216,21.301,-1.099
-0.082,0.13,0.188,-22.644,12.756,0.305
-0.067,0.19,0.144,-33.142,-2.563,-0.916
-0.063,0.23,0.177,-31.311,-13.916,-5.188
-0.068,0.253,0.226,-20.874,-15.869,-9.094
-0.056,0.263,0.262,-1.343,-10.986,-14.954
-0.043,0.235,0.266,29.48,-7.019,-25.757
-0.041,0.13,0.232,58.411,-9.705,-25.085
-0.028,0.063,0.212,75.745,-9.949,-14.16
-0.003,0.09,0.219,82.581,-1.16,-14.16
0.019,0.12,0.201,89.172,11.169,-22.034
0.028,0.122,0.135,101.685,18.494,-32.043
0.028,0.108,0.032,109.741,18.25,-38.635
-0.007,0.099,-0.073,115.295,9.827,-41.077
-0.057,0.082,-0.154,117.859,-5.127,-47.302
-0.093,0.04,-0.204,118.103,-21.912,-56.335
-0.125,-0.014,-0.225,120.544,-37.231,-61.829
-0.139,-0.089,-0.211,121.765,-50.781,-65.369
-0.152,-0.162,-0.173,128.174,-60.852,-63.538
-0.175,-0.162,-0.115,129.15,-67.81,-55.115
-0.187,-0.088,-0.054,129.517,-69.885,-48.462
-0.219,-0.04,-0.006,128.235,-69.092,-50.049
-0.311,-0.104,0.059,133.911,-71.106,-57.434
-0.406,-0.276,0.155,138.123,-71.228,-63.11
-0.469,-0.506,0.257,148.193,-62.5,-61.768
-0.515,-0.711,0.321,162.903,-44.189,-48.096
-0.539,-0.819,0.342,169.128,-22.339,-24.17
-0.55,-0.835,0.348,162.964,-2.258,3.845
-0.564,-0.785,0.364,158.203,12.939,35.645
-0.589,-0.677,0.36,157.166,28.32,69.702
-0.637,-0.525,0.303,140.015,38.94,95.276
-0.733,-0.42,0.263,102.051,38.757,106.262
-0.86,-0.393,0.32,58.899,33.447,114.075
-0.966,-0.373,0.438,33.63,32.654,124.084
-1.059,-0.388,0.554,26.062,31.372,128.479
-1.132,-0.493,0.68,25.757,29.968,130.798
-1.19,-0.584,0.788,29.663,30.334,149.963
-1.268,-0.531,0.894,-2.319,30.884,182.129
-1.374,-0.357,1.032,-8.057,37.476,211.853
-1.497,-0.148,1.134,3.662,61.462,233.704
-1.655,0.159,1.123,-10.864,114.746,258.728
-1.797,0.553,0.959,-9.644,143.677,245.605
-1.91,0.775,0.731,37.048,134.399,195.435
-2.034,0.687,0.6,73.792,97.29,148.804
-2.106,0.466,0.642,81.238,66.284,126.404
-2.131,0.3,0.784,45.471,68.848,118.286
-2.125,0.217,0.842,39.734,94.482,115.173
-2.114,0.188,0.717,41.138,112,106.14
-2.12,0.149,0.575,26.245,106.628,97.656
-2.106,0.129,0.568,18.433,95.154,92.407
-2.096,0.166,0.581,21.851,99.548,85.266
-2.087,0.253,0.487,18.311,111.084,80.933
-2.032,0.412,0.296,10.437,120.483,72.021
-1.944,0.557,0.079,10.742,117.615,44.617
-1.851,0.553,-0.084,5.371,102.905,7.446
-1.762,0.403,-0.18,13.489,79.956,-18.555
-1.675,0.203,-0.232,16.846,49.866,-28.503
-1.588,0.023,-0.188,6.165,19.348,-24.414
-1.512,-0.075,-0.054,3.845,-3.296,-16.296
-1.458,-0.102,0.1,11.536,-17.761,-12.085
-1.423,-0.109,0.238,18.555,-21.545,-6.531
-1.396,-0.064,0.325,17.029,-14.832,5.615
-1.365,0.069,0.326,10.071,-4.517,13
-1.328,0.225,0.242,4.578,-2.869,10.315
-1.271,0.329,0.167,5.005,-12.634,-3.662
-1.21,0.33,0.18,9.949,-11.78,-20.813
-1.168,0.259,0.167,-2.869,2.869,-26.794
-1.128,0.215,0.056,-18.555,5.432,-25.146
-1.08,0.195,-0.014,-26.978,-10.315,-25.574
-2.133,0.461,0.889,85.815,-16.357,222.473
-2.279,0.701,1.141,46.753,54.81,190.186
-2.372,0.833,0.921,11.108,121.033,165.344
-2.357,1.023,0.445,8.972,141.052,132.08
-2.343,1.064,0.067,4.15,140.869,83.496
-2.326,0.843,-0.188,-18.921,130.31,49.683
-2.271,0.533,-0.346,-41.931,103.455,47.974
-2.187,0.348,-0.359,-40.039,56.946,55.237
-2.103,0.287,-0.21,-16.785,8.118,46.753
-2.044,0.223,0.003,-0.488,-14.893,36.194
-1.991,0.208,0.147,-2.319,-7.568,35.95
-1.931,0.305,0.143,-6.47,5.737,35.339
-1.848,0.458,0.067,-3.357,6.47,25.085
-1.754,0.557,0.013,15.015,4.761,6.348
-1.673,0.563,-0.098,31.677,-5.615,-6.531
-1.554,0.54,-0.18,25.269,-36.56,-16.724
-1.399,0.489,-0.062,24.353,-57.739,-36.072
-1.295,0.345,0.111,21.484,-50.537,-53.528
-1.23,0.172,0.174,18.433,-39.246,-55.786
-1.166,0.073,0.172,15.564,-40.222,-46.204
-1.109,0.072,0.239,6.287,-43.762,-35.461
-1.066,0.124,0.373,-0.732,-34.363,-32.104
-1.033,0.163,0.45,1.099,-17.822,-34.18
-0.997,0.171,0.422,6.409,-2.075,-34.058
-0.962,0.176,0.348,8.118,6.897,-31.067
-0.935,0.212,0.292,3.601,14.343,-27.1
-0.916,0.293,0.228,-2.625,27.466,-23.376
-0.894,0.365,0.129,-6.042,35.461,-27.222
-0.876,0.356,0.04,-2.686,31.067,-37.17
-0.869,0.279,-0.01,-4.15,20.142,-42.664
-0.868,0.208,0.001,-11.719,10.132,-38.513
-0.864,0.184,0.057,-16.357,4.578,-31.555
-0.862,0.203,0.101,-19.653,5.737,-27.161
-0.867,0.26,0.104,-28.015,11.108,-23.804
-0.869,0.323,0.087,-33.813,14.099,-23.987
-0.87,0.339,0.089,-33.386,10.803,-29.236
-0.879,0.302,0.122,-25.146,6.836,-33.813
-0.885,0.264,0.153,-18.25,8.057,-32.532
-0.877,0.245,0.16,-17.944,14.16,-30.518
-0.863,0.225,0.135,-11.841,19.409,-29.297
-0.843,0.186,0.076,-4.883,21.484,-27.771
-0.838,0.145,0.025,-0.61,19.226,-24.231
-0.859,0.181,-0.007,2.502,13.733,-14.832
-0.868,0.279,-0.023,-1.953,9.583,-10.864
-0.858,0.313,-0.029,5.188,7.202,-19.104
-0.855,0.251,-0.046,15.503,4.089,-26.55
-0.862,0.15,-0.051,18.555,-0.427,-26.062
-0.873,0.078,-0.027,17.639,-6.409,-19.348
-0.886,0.08,0.007,15.93,-11.169,-11.902
-0.905,0.137,0.031,14.648,-12.329,-7.385
-0.926,0.186,0.041,16.724,-12.207,-7.935
-0.941,0.19,0.048,16.846,-11.719,-10.864
-0.945,0.168,0.058,14.587,-10.864,-10.803
-0.937,0.146,0.064,12.939,-9.766,-9.399
-0.922,0.122,0.061,12.878,-9.338,-8.301
-0.912,0.103,0.048,13.184,-11.047,-5.981
-0.914,0.111,0.042,14.771,-14.343,-2.38
-0.925,0.143,0.053,16.846,-18.555,-0.916
-0.94,0.173,0.085,14.404,-21.606,-1.526
-0.953,0.189,0.131,13.916,-21.606,-2.625
-0.961,0.185,0.179,12.939,-20.63,-4.944
-0.966,0.159,0.23,12.939,-18.066,-7.202
-0.974,0.143,0.264,10.742,-11.23,-5.981
-0.982,0.166,0.255,6.836,-4.089,-2.625
-0.984,0.213,0.223,4.883,-1.099,-2.136
-0.977,0.239,0.195,5.798,-0.549,-5.554
-0.963,0.217,0.174,7.202,-1.099,-10.376
-0.948,0.156,0.158,6.775,-1.953,-12.939
-0.938,0.092,0.145,6.104,-2.747,-11.841
-0.939,0.056,0.138,2.93,-3.662,-7.385
-0.947,0.055,0.145,-1.77,-4.333,-1.892
-0.958,0.08,0.163,-3.418,-5.676,1.648
-0.965,0.121,0.183,-6.653,-5.371,2.563
-0.964,0.145,0.198,-9.338,-2.747,0.793
-0.972,0.153,0.21,-6.531,0.732,-0.793
-0.979,0.169,0.2,0.854,2.93,-0.183
-0.973,0.169,0.184,0.977,2.747,-3.052
-0.967,0.137,0.177,4.028,2.136,-5.615
-0.963,0.099,0.167,2.991,1.648,-4.456
-0.968,0.088,0.158,1.709,1.648,-0.366
-0.975,0.112,0.151,1.404,0.977,2.991
-0.974,0.143,0.138,3.357,0.488,3.113
-0.969,0.162,0.115,5.188,0.122,1.77
-0.97,0.163,0.097,6.287,-1.282,0.061
-0.979,0.162,0.096,5.493,-3.174,-0.732
-0.983,0.169,0.106,4.517,-4.272,-0.488
-0.975,0.176,0.109,6.287,-4.272,-1.648
-0.962,0.174,0.095,8.789,-3.479,-4.272
-0.956,0.163,0.076,8.789,-3.052,-6.348
-0.959,0.136,0.087,5.371,-5.676,-7.324
-0.958,0.103,0.127,4.272,-8.423,-5.981
-0.953,0.082,0.167,4.395,-7.324,-3.601
-0.952,0.071,0.191,3.967,-3.967,-1.709
-0.955,0.073,0.197,2.502,-0.305,0.916
-0.959,0.091,0.186,2.991,2.625,3.235
-0.966,0.121,0.158,2.991,4.639,4.7
-0.972,0.164,0.119,2.808,6.287,5.371
-0.976,0.202,0.086,2.93,5.92,3.54
-0.979,0.206,0.074,4.333,3.113,-0.427
-0.979,0.193,0.072,5.676,0.854,-3.357
-0.975,0.168,0.067,4.944,-0.671,-5.737
-0.976,0.12,0.073,3.418,-3.296,-7.69
-0.988,0.065,0.106,0.61,-6.958,-6.714
-1.006,0.032,0.162,-2.502,-9.216,-2.686
-1.027,0.034,0.224,-3.601,-8.179,1.953
-1.051,0.071,0.263,-0.793,-3.113,5.371
-1.076,0.137,0.252,0,4.272,6.592
-1.1,0.213,0.201,1.343,9.949,4.761
-1.111,0.256,0.141,2.869,11.108,-1.038
-1.115,0.232,0.102,5.493,8.667,-9.521
-1.126,0.156,0.094,6.47,5.31,-14.526
-1.146,0.083,0.112,5.676,1.953,-14.221
-1.172,0.044,0.155,3.601,-0.793,-11.719
-1.206,0.021,0.224,4.883,-1.16,-10.62
-1.252,-0.009,0.29,10.437,3.296,-11.23
-1.318,-0.025,0.299,21.729,12.512,-10.193
-1.406,0.003,0.212,27.405,20.691,-9.766
-1.511,0.041,0.091,19.348,23.56,-13.245
-1.637,0.029,-0.018,28.259,17.334,-21.118
-1.79,-0.028,-0.139,37.476,3.784,-27.283
-2.33,0.317,0.3,-8.301,-57.983,-26.978
-2.34,0.305,0.491,0.366,-46.814,-48.157
-2.294,0.192,0.58,6.348,-31.86,-65.186
-2.207,0.022,0.592,-5.981,-14.771,-73.059
-2.087,-0.169,0.547,-26.855,-8.484,-72.205
-1.94,-0.309,0.479,-53.467,-9.827,-60.12
-1.794,-0.343,0.432,-76.172,-13.184,-39.49
-1.649,-0.279,0.414,-90.576,-18.677,-21.24
-1.509,-0.197,0.422,-102.966,-22.766,-11.841
-1.39,-0.153,0.456,-119.873,-23.987,-5.066
-1.29,-0.123,0.509,-140.076,-22.827,6.409
-1.19,-0.076,0.539,-161.438,-17.334,18.311
-1.089,-0.057,0.523,-190.125,-9.827,27.1
-0.982,-0.089,0.479,-224.365,-3.54,37.354
-0.871,-0.105,0.402,-247.742,-0.427,48.035
-0.785,-0.087,0.32,-259.888,-3.54,57.373
-0.737,-0.04,0.301,-250.183,-14.893,61.89
-0.722,0.016,0.381,-220.276,-25.208,57.312
-0.733,0.033,0.529,-177.063,-22.827,47.363
-0.757,0.009,0.668,-136.841,-3.052,39.307
-0.766,-0.027,0.713,-100.83,32.593,33.325
-0.751,-0.054,0.611,-69.397,71.411,29.419
-0.74,-0.042,0.399,-35.645,96.497,30.64
-0.743,0.005,0.166,-16.052,103.21,25.085
-0.74,0.016,-0.024,-4.211,99.426,8.667
-0.738,-0.029,-0.164,14.587,88.135,-7.019
-0.758,-0.09,-0.243,25.574,72.144,-12.573
-0.774,-0.119,-0.252,27.771,52.979,-10.132
-0.793,-0.06,-0.216,18.066,35.767,-0.122
-0.824,0.098,-0.144,6.348,23.926,15.93
-0.859,0.337,-0.069,-8.85,16.968,31.738
-0.905,0.606,0.031,-38.94,14.771,36.865
-0.934,0.832,0.177,-46.692,15.686,29.236
-0.903,1.003,0.309,-43.579,21.301,7.568
-0.822,1.096,0.38,-37.659,34.851,-29.968
-0.73,1.053,0.378,-25.269,51.208,-70.313
-0.633,0.891,0.31,-11.536,59.265,-100.098
-0.525,0.665,0.221,-24.78,61.89,-113.342
-0.422,0.433,0.15,-58.533,65.125,-111.45
-0.325,0.249,0.081,-109.009,71.655,-102.112
-0.238,0.128,-0.012,-149.719,79.041,-90.088
-0.164,0.069,-0.122,-173.95,78.674,-79.956
-0.117,0.044,-0.197,-174.744,61.279,-78.735
-0.103,-0.009,-0.15,-157.959,31.738,-83.679
-0.111,-0.114,0.04,-115.662,9.949,-83.069
-0.134,-0.23,0.269,-61.523,10.681,-72.632
-0.149,-0.311,0.429,-16.663,31.799,-54.993
-0.153,-0.344,0.453,22.766,59.631,-37.415
-0.15,-0.32,0.335,43.884,80.75,-23.01
-0.14,-0.248,0.161,42.725,88.257,-10.376
-0.138,-0.141,0.02,41.321,82.275,-0.488
-0.147,-0.028,-0.059,37.903,70.557,2.258
-0.162,0.052,-0.088,29.358,63.049,-2.563
-0.175,0.091,-0.105,21.667,60.73,-6.653
-0.168,0.086,-0.115,17.273,58.167,-10.01
-0.162,0.045,-0.112,19.897,52.368,-14.038
-0.168,-0.001,-0.1,15.137,45.959,-15.808
-0.174,-0.011,-0.097,4.761,43.762,-14.832
-0.188,0.015,-0.125,-2.441,42.114,-16.663
-0.198,0.034,-0.193,-10.498,38.635,-22.095
-0.206,0.026,-0.279,-10.681,32.349,-26.672
-0.21,0.024,-0.37,-2.93,24.536,-26.428
-0.191,0.029,-0.453,1.16,14.465,-27.466
-0.168,0.016,-0.505,6.348,1.038,-30.701
-0.154,-0.017,-0.514,12.878,-15.869,-32.166
-0.143,-0.046,-0.474,20.325,-32.349,-28.748
-0.132,-0.056,-0.409,31.799,-45.898,-22.888
-0.149,-0.057,-0.337,45.105,-58.35,-17.334
-0.206,-0.054,-0.267,58.96,-67.322,-11.475
-0.259,-0.035,-0.223,69.946,-71.045,-7.202
-0.306,-0.007,-0.22,81.116,-75.439,-6.592
-0.341,0.036,-0.215,87.524,-83.069,-7.996
-0.373,0.09,-0.174,90.332,-86.304,-13.306
-0.407,0.158,-0.153,91.553,-85.999,-15.076
-0.405,0.257,-0.159,82.031,-84.961,-16.907
-0.406,0.304,-0.166,77.881,-84.961,-27.161
-0.472,0.254,-0.185,86.243,-89.844,-37.292
-0.585,0.174,-0.195,100.952,-100.464,-39.185
-0.657,0.119,-0.159,110.352,-108.154,-40.527
-0.671,0.069,-0.088,115.54,-107.239,-46.753
-0.673,0.007,-0.017,123.169,-99.854,-53.65
-0.666,-0.031,0.011,131.653,-90.027,-55.908
-0.642,-0.04,-0.012,130.981,-81.543,-54.077
-0.618,-0.074,-0.041,123.047,-79.224,-53.711
-0.634,-0.156,-0.025,117.859,-82.825,-52.917
-0.691,-0.266,0.03,126.892,-87.463,-47.607
-0.734,-0.363,0.092,140.747,-90.637,-38.452
-0.767,-0.419,0.156,140.564,-90.576,-28.198
-0.806,-0.447,0.237,121.948,-84.29,-10.803
-0.838,-0.42,0.318,102.478,-74.829,11.292
-0.851,-0.345,0.407,85.144,-73.181,26.123
-0.835,-0.321,0.542,79.712,-73.975,28.076
-0.807,-0.401,0.688,87.83,-65.796,23.743
-0.797,-0.545,0.775,87.097,-45.532,25.879
-0.814,-0.648,0.752,84.351,-17.334,42.48
-0.86,-0.661,0.644,67.017,5.493,67.2
-0.926,-0.61,0.536,50.354,13.062,88.257
-0.973,-0.512,0.5,57.8,3.662,101.746
-1.021,-0.36,0.543,75.806,-12.878,115.54
-1.071,-0.189,0.777,61.951,-16.113,124.695
-1.112,-0.132,1.099,80.017,-2.747,107.3
-1.142,-0.201,1.223,120.605,16.296,85.571
-1.172,-0.357,1.134,158.569,42.664,86.914
-1.21,-0.463,0.885,156.677,66.895,114.868
-1.215,-0.353,0.61,117.126,75.684,138.367
-1.259,-0.205,0.455,82.275,70.679,141.479
-1.393,-0.152,0.499,62.5,52.795,145.081
-1.548,-0.099,0.748,39.001,44.8,150.33
-1.684,0.019,0.961,33.63,57.495,149.231
-1.793,0.207,0.961,16.357,76.721,145.63
-1.853,0.403,0.845,-10.498,93.506,135.986
-1.875,0.54,0.662,-28.137,106.995,118.286
-1.882,0.609,0.416,-43.945,107.056,96.008
-1.883,0.59,0.205,-48.889,82.092,78.125
-1.87,0.508,0.132,-35.461,45.288,69.702
-1.834,0.432,0.237,-33.203,18.738,63.232
-1.794,0.362,0.426,-20.996,14.221,51.575
-1.775,0.265,0.52,-6.226,25.513,38.086
-1.759,0.168,0.483,-2.686,35.034,31.311
-1.724,0.126,0.411,-7.751,35.706,32.898
-2.166,0.488,0.14,-14.832,15.137,-40.1
-2.19,0.522,0.15,-21.545,5.798,-66.711
-2.178,0.424,0.231,-23.865,-0.793,-93.262
-2.137,0.252,0.295,-26.428,-0.122,-112.976
-2.068,0.074,0.297,-35.4,3.235,-124.939
-1.97,-0.061,0.243,-39.246,3.784,-130.127
-1.853,-0.151,0.172,-44.739,-1.526,-132.629
-1.736,-0.252,0.149,-52.063,-10.986,-133.362
-1.624,-0.372,0.189,-62.683,-16.357,-129.089
-1.518,-0.474,0.228,-65.002,-15.93,-121.582
-1.432,-0.542,0.221,-69.397,-12.878,-108.826
-1.365,-0.592,0.218,-80.2,-12.817,-92.102
-1.304,-0.604,0.213,-90.271,-10.62,-76.721
-1.239,-0.604,0.196,-107.422,-5.371,-68.726
-1.201,-0.63,0.169,-109.985,4.517,-60.974
-1.177,-0.645,0.106,-115.906,9.583,-49.988
-1.137,-0.629,0.03,-111.633,7.629,-37.964
-1.121,-0.576,-0.024,-99.609,-0.122,-25.94
-1.12,-0.481,-0.026,-85.388,-11.719,-15.686
-1.109,-0.369,0.008,-67.139,-18.311,-10.62
-1.088,-0.29,0.045,-48.096,-17.273,-12.512
-1.061,-0.263,0.056,-24.231,-12.878,-16.174
-1.036,-0.255,0.047,1.343,-11.292,-16.357
-1.003,-0.205,0.021,21.667,-14.648,-11.841
-0.951,-0.115,-0.025,20.203,-16.785,-6.226
-0.881,-0.05,-0.078,5.493,-15.991,-5.981
-0.812,-0.051,-0.155,3.113,-16.846,-7.446
-0.766,-0.082,-0.24,3.662,-28.076,-3.357
-0.692,-0.046,-0.255,7.08,-47.363,-4.089
-0.583,0.027,-0.188,9.399,-52.673,-21.484
-0.492,0.047,-0.123,-0.61,-43.091,-42.542
-0.398,0.012,-0.091,-17.273,-34.119,-60.12
-0.281,-0.061,-0.069,-36.987,-31.494,-71.228
-0.164,-0.156,-0.054,-58.289,-33.813,-72.632
-0.063,-0.24,-0.047,-76.477,-39.978,-63.11
0.03,-0.273,-0.036,-100.647,-46.204,-46.936
0.115,-0.252,-0.014,-123.657,-47.729,-31.006
0.17,-0.195,-0.003,-138.611,-45.41,-20.447
0.188,-0.141,-0.016,-147.461,-40.894,-16.968
0.15,-0.111,-0.035,-139.587,-39.978,-15.381
0.079,-0.131,-0.091,-124.39,-51.147,0.732
0.063,-0.12,-0.096,-122.253,-73.547,34.851
0.078,-0.024,0.044,-117.065,-87.646,51.941
0.045,0.031,0.256,-104.248,-89.294,47.729
-0.009,0.011,0.447,-87.28,-81.36,41.626
-0.054,-0.005,0.566,-71.411,-65.43,38.33
-0.089,0.021,0.608,-46.509,-44.25,35.034
-0.116,0.088,0.563,-19.287,-22.766,32.104
-0.147,0.17,0.472,-1.648,-9.521,29.297
-0.178,0.232,0.414,13.062,-4.578,26.794
-0.204,0.278,0.407,26.428,-2.319,26.672
-0.212,0.319,0.416,33.752,1.648,24.78
-0.209,0.353,0.415,36.743,7.507,20.081
-0.214,0.391,0.382,37.354,12.756,13.977
-0.217,0.408,0.326,30.518,15.869,3.357
-0.22,0.368,0.27,25.269,17.334,-8.728
-0.219,0.3,0.213,21.423,17.883,-15.686
-0.196,0.255,0.168,18.188,16.663,-19.653
-0.156,0.234,0.133,19.165,14.221,-23.437
-0.12,0.208,0.106,19.104,9.277,-27.222
-0.093,0.172,0.128,20.203,0.61,-28.748
-0.071,0.143,0.179,28.625,-6.409,-28.931
-0.045,0.127,0.208,30.457,-10.315,-25.94
-0.018,0.119,0.202,33.02,-11.536,-20.752
-0.004,0.132,0.212,44.678,-11.169,-18.433
-0.035,0.141,0.25,75.745,-1.526,-21.729
-0.095,0.094,0.207,101.624,17.151,-31.921
-0.124,0.034,0.043,113.831,30.762,-42.725
-0.109,0.021,-0.157,113.831,30.945,-49.255
-0.081,0.031,-0.303,100.464,14.465,-54.077
