aX,aY,aZ,gX,gY,gZ
0.293,-0.001,-0.049,207.214,1.892,17.151
0.34,0.039,-0.104,280.396,17.578,6.897
0.396,0.036,-0.206,314.392,23.621,-7.69
0.448,-0.006,-0.342,299.988,16.907,-19.836
0.515,-0.071,-0.415,220.337,-2.93,-24.475
0.593,-0.138,-0.342,128.906,-25.879,-19.592
0.66,-0.173,-0.185,37.415,-36.133,-6.042
0.702,-0.177,-0.01,-24.78,-28.015,11.047
0.715,-0.158,0.095,-55.176,-8.057,26.062
0.693,-0.12,0.092,-57.739,10.986,35.095
0.645,-0.08,0.023,-38.818,22.339,37.048
0.615,-0.044,-0.06,-7.629,27.832,33.447
0.619,-0.026,-0.146,21.118,28.564,24.475
0.619,-0.03,-0.242,20.264,21.667,12.634
0.589,-0.052,-0.295,-12.024,9.155,2.014
