aX,aY,aZ,gX,gY,gZ
1.321,0.248,0.385,29.602,9.338,30.518
1.325,0.264,0.402,34.851,16.235,31.799
1.322,0.255,0.426,38.33,22.766,31.86
1.325,0.238,0.455,40.649,29.846,33.875
1.34,0.24,0.48,40.161,38.513,37.109
1.392,0.272,0.497,36.072,47.363,38.208
1.514,0.315,0.51,29.114,53.345,36.865
1.678,0.346,0.524,25.146,58.228,34.363
1.793,0.365,0.515,21.179,62.988,32.349
1.843,0.394,0.475,14.526,61.829,31.311
1.876,0.43,0.431,5.31,50.781,29.541
1.896,0.449,0.406,-7.751,33.997,28.503
1.87,0.461,0.403,-18.799,14.404,28.381
1.805,0.482,0.423,-27.344,-5.554,28.992
1.739,0.518,0.474,-33.203,-20.874,30.396
1.689,0.558,0.558,-39.063,-25.269,30.457
1.662,0.582,0.631,-38.147,-18.616,27.649
1.685,0.583,0.641,-37.354,-8.85,24.78
1.757,0.577,0.593,-34.607,-4.578,22.949
1.831,0.555,0.511,-37.292,-7.141,19.775
1.848,0.493,0.401,-40.344,-20.081,15.564
1.807,0.414,0.295,-52.429,-44.495,16.846
1.722,0.352,0.244,-67.2,-73.547,24.109
1.6,0.327,0.262,-76.66,-96.313,31.616
1.468,0.326,0.343,-85.938,-107.544,37.231
1.37,0.33,0.466,-89.661,-109.07,37.292
1.303,0.322,0.574,-99.854,-103.455,30.64
1.228,0.297,0.627,-114.014,-92.712,20.081
1.159,0.258,0.645,-130.737,-81.543,8.728
1.093,0.215,0.639,-132.263,-73.914,-3.296
1.066,0.184,0.579,-139.587,-71.899,-14.648
1.102,0.148,0.5,-144.104,-81.665,-26.123
1.125,0.096,0.433,-138.672,-97.778,-35.4
1.103,0.049,0.366,-131.958,-112,-36.316
1.061,0.016,0.334,-134.399,-119.812,-28.198
0.998,0.002,0.37,-137.939,-117.188,-15.259
0.901,0.015,0.423,-132.385,-103.455,-3.113
0.772,0.044,0.432,-118.713,-82.52,4.272
0.643,0.064,0.381,-98.877,-60.303,5.676
0.52,0.069,0.289,-75.745,-44.8,1.099
0.451,0.063,0.195,-50.293,-37.842,-8.118
0.467,0.014,0.156,-10.559,-37.842,-23.621
0.495,-0.1,0.158,52.673,-39.856,-32.288
0.508,-0.232,0.149,102.905,-35.645,-23.254
0.507,-0.315,0.133,134.46,-24.963,1.099
0.493,-0.322,0.102,144.47,-10.254,31.433
0.487,-0.258,0.039,139.404,3.845,55.725
0.478,-0.171,-0.051,113.953,12.146,66.284
0.421,-0.109,-0.162,72.021,12.756,64.636
0.349,-0.098,-0.248,3.967,7.08,58.167
0.301,-0.126,-0.284,-66.711,-4.089,52.673
0.281,-0.143,-0.302,-139.648,-15.32,51.575
0.289,-0.117,-0.295,-225.769,-22.766,51.453
0.298,-0.056,-0.263,-297.302,-26.123,46.875
0.305,0.018,-0.251,-327.454,-27.405,36.987
0.302,0.071,-0.249,-332.886,-30.945,21.667
0.269,0.083,-0.212,-305.298,-34.485,6.226
0.215,0.068,-0.173,-257.202,-32.837,-4.944
0.16,0.041,-0.112,-232.239,-23.682,-12.634
0.13,0.005,-0.008,-171.448,-11.169,-13.794
0.141,-0.037,0.061,-110.718,5.676,-13.306
0.186,-0.091,0.113,-62.439,22.522,-10.437
0.278,-0.147,0.19,3.54,38.147,-4.089
0.411,-0.177,0.233,95.52,50.11,0.854
0.552,-0.161,0.193,175.659,53.833,1.221
0.659,-0.121,0.089,218.567,47.424,-2.258
0.693,-0.089,-0.029,213.379,30.884,-6.348
0.654,-0.075,-0.088,174.194,7.874,-7.385
0.594,-0.084,-0.038,127.686,-12.39,-5.31
1.566,0.516,0.461,-43.945,-126.465,-162.109
1.581,0.114,0.663,-43.64,-75.623,-106.628
1.615,-0.012,0.786,-13.367,14.832,7.935
1.753,0.147,0.815,45.898,113.953,120.117
1.807,0.419,0.737,100.464,192.993,191.895
1.756,0.672,0.551,135.071,225.647,201.111
1.68,0.849,0.45,154.419,195.007,136.353
1.653,0.893,0.422,140.503,129.211,26.001
1.734,0.681,0.669,41.687,74.646,-78.796
1.966,0.323,0.92,78.003,63.965,-122.437
2.282,0.021,1.065,78.491,88.623,-96.069
2.542,-0.062,1.136,196.045,139.16,-21.606
2.708,0.139,0.975,211.243,192.993,46.021
2.922,0.422,0.822,210.144,225.464,68.542
3.171,0.489,0.679,263.55,225.525,30.884
3.411,0.313,0.396,281.982,198.242,-18.372
3.678,0.073,0.144,91.492,180.42,-56.885
3.791,-0.162,0.057,-41.931,172.974,-80.688
3.727,-0.386,-0.07,-82.336,163.025,-84.229
3.384,-0.622,-0.194,-42.603,138,-59.57
2.825,-0.813,-0.303,-48.157,87.891,-17.029
2.375,-0.932,-0.289,-65.735,10.071,27.527
1.963,-0.936,-0.162,-54.993,-78.186,65.796
1.526,-0.778,0.006,-11.414,-158.813,102.112
1.212,-0.496,0.198,11.414,-216.614,131.104
1.038,-0.174,0.409,7.874,-235.657,149.597
0.925,0.132,0.586,8.667,-217.468,159.241
0.866,0.41,0.66,12.756,-169.006,161.865
0.889,0.647,0.62,1.953,-101.318,154.663
0.933,0.819,0.488,-15.198,-29.907,131.287
0.984,0.909,0.283,-25.391,26.917,94.36
1.037,0.896,0.059,-29.48,58.96,45.776
1.045,0.769,-0.126,-27.222,62.195,-7.812
1.015,0.549,-0.226,-31.494,42.175,-53.406
0.975,0.296,-0.233,-30.64,11.292,-80.811
0.94,0.058,-0.165,-33.936,-21.973,-86.243
0.945,-0.141,-0.044,-27.1,-50.11,-73.242
1.011,-0.279,0.096,-18.311,-68.909,-48.401
1.089,-0.352,0.245,-11.597,-74.219,-17.883
1.125,-0.364,0.374,6.836,-68.115,10.376
1.107,-0.33,0.457,18.433,-57.007,29.358
1.069,-0.264,0.506,28.198,-42.908,39.185
1.049,-0.186,0.512,32.166,-26.55,40.466
1.032,-0.122,0.47,26.123,-11.23,36.316
1.036,-0.083,0.405,27.527,-1.16,33.569
1.075,-0.055,0.332,35.339,2.808,32.837
1.106,-0.027,0.268,39.001,1.831,32.104
1.138,0,0.219,46.204,-5.493,28.259
1.177,0.014,0.195,42.786,-17.151,19.287
1.197,0.002,0.2,38.269,-29.358,8.484
1.222,-0.033,0.229,34.729,-37.781,0.488
1.274,-0.087,0.268,34.424,-38.086,0.061
1.326,-0.138,0.302,34.302,-29.175,10.01
1.356,-0.141,0.317,37.781,-13.367,28.076
1.357,-0.066,0.293,43.823,5.066,45.227
1.316,0.066,0.239,50.537,22.827,53.772
1.281,0.216,0.176,54.199,37.964,52.063
1.323,0.345,0.112,54.321,47.302,36.133
1.443,0.411,0.049,45.288,47.058,7.629
1.6,0.377,0.002,36.56,37.048,-25.33
1.725,0.249,-0.02,22.156,23.254,-52.002
1.783,0.063,0.013,4.028,11.658,-62.561
1.789,-0.107,0.083,-0.732,4.333,-53.833
1.755,-0.178,0.16,-10.376,1.953,-32.715
1.698,-0.128,0.213,-9.399,0.427,-15.381
1.631,-0.017,0.227,-16.235,-3.906,-12.512
1.602,0.063,0.232,-22.278,-9.766,-17.883
1.666,0.093,0.243,-26.123,-16.174,-21.423
1.774,0.093,0.272,-27.466,-16.968,-21.057
1.839,0.067,0.29,-25.879,-13.306,-16.907
1.86,0.029,0.296,-22.766,-11.108,-7.507
1.858,-0.01,0.318,-16.907,-11.963,6.348
1.824,-0.052,0.364,-12.451,-9.583,26.245
1.741,-0.083,0.416,-9.766,-4.7,50.11
1.598,-0.074,0.438,-10.315,1.16,72.815
1.416,-0.013,0.42,-9.46,3.174,86.792
1.234,0.068,0.383,-7.446,-4.333,84.778
1.075,0.128,0.361,-10.132,-19.043,68.604
0.979,0.154,0.371,-21.545,-35.095,43.884
0.962,0.111,0.412,-37.72,-48.95,15.32
1.013,0.011,0.443,-52.124,-57.556,-4.883
1.069,-0.084,0.447,-73.242,-61.401,-14.221
1.078,-0.142,0.413,-90.698,-63.904,-13.855
1.049,-0.159,0.339,-115.234,-67.078,-7.385
0.99,-0.125,0.273,-138.489,-72.449,1.892
0.927,-0.057,0.239,-160.034,-76.721,8.057
0.861,-0.005,0.267,-171.204,-76.965,8.362
0.788,0.018,0.304,-172.852,-67.688,4.944
0.715,0.018,0.317,-174.133,-54.81,0.854
0.645,-0.001,0.337,-166.138,-40.71,-3.601
0.571,-0.025,0.366,-149.536,-22.705,-7.751
0.497,-0.047,0.376,-118.591,0.366,-9.644
0.45,-0.074,0.349,-79.102,24.414,-7.935
0.432,-0.09,0.283,-24.414,44.8,-3.601
0.449,-0.073,0.175,32.532,59.57,1.77
0.527,-0.046,0.045,79.834,63.843,4.028
0.63,-0.024,-0.077,100.403,54.565,0.488
0.693,-0.019,-0.17,97.412,31.311,-8.301
0.705,-0.036,-0.221,73.181,0.793,-16.602
0.685,-0.07,-0.233,37.842,-29.297,-21.484
0.639,-0.113,-0.204,-10.315,-52.979,-21.118
0.591,-0.146,-0.14,-53.04,-67.932,-15.32
0.56,-0.153,-0.073,-96.313,-72.571,-5.981
0.545,-0.13,-0.03,-140.991,-68.542,1.465
0.563,-0.091,0.012,-195.74,-60.425,1.648
0.614,-0.06,0.045,-226.929,-53.04,-6.531
0.673,-0.089,0.118,-257.69,-45.41,-17.7
0.699,-0.165,0.23,-267.7,-26.123,-20.508
0.684,-0.159,0.203,-266.907,0.244,-11.536
0.677,-0.065,0.071,-264.893,15.076,-5.066
0.667,0.013,-0.029,-262.268,18.188,-6.775
0.633,0.058,-0.042,-260.376,19.226,-10.254
0.584,0.107,-0.042,-223.999,18.311,-14.16
0.546,0.142,-0.046,-200.073,19.043,-23.132
0.57,0.124,-0.011,-164.124,20.752,-34.424
0.662,0.055,0.024,-115.662,21.484,-45.166
0.771,-0.032,0.03,-56.702,18.616,-51.636
0.864,-0.118,-0.01,-2.869,8.972,-51.208
0.918,-0.196,-0.059,42.236,-8.606,-40.71
0.905,-0.246,-0.083,81.909,-30.151,-17.334
1.544,-0.262,0.897,60.425,106.262,-9.46
1.64,-0.078,0.8,44.617,122.375,-4.089
1.758,0.093,0.641,1.831,131.165,-7.263
1.896,0.154,0.532,-47.058,128.235,-7.385
1.995,0.139,0.55,-68.298,114.502,-0.549
1.964,0.173,0.609,-47.729,109.375,14.771
1.809,0.183,0.548,-21.423,107.422,26.428
1.702,0.2,0.502,-164.307,85.266,52.734
1.791,0.29,0.833,-14.038,75.684,77.698
1.945,0.506,0.656,299.683,59.753,73.364
2.011,0.74,0.333,125.183,23.926,53.772
2.089,0.858,0.488,144.043,-2.197,33.997
2.297,0.984,0.456,115.906,-21.729,6.653
2.516,1.071,0.493,55.542,-29.541,-27.954
2.724,1.112,0.587,23.743,-21.179,-66.04
3.066,1.053,0.724,-39.368,13.184,-109.985
3.325,0.841,0.814,104.309,71.228,-159.668
3.359,0.578,0.483,152.71,150.391,-180.298
3.409,0.29,0.143,-15.442,235.596,-171.326
3.458,0.039,-0.076,25.33,266.541,-159.912
3.313,-0.171,-0.389,31.006,243.347,-157.349
2.998,-0.415,-0.531,33.997,175.232,-144.348
2.617,-0.649,-0.543,74.402,78.125,-114.807
2.197,-0.924,-0.415,83.862,-29.48,-63.843
1.799,-1.105,-0.051,114.624,-123.962,20.874
1.48,-0.832,0.376,166.931,-182.007,109.497
1.23,-0.187,0.724,188.293,-200.012,148.071
0.992,0.432,0.952,177.673,-179.81,130.615
0.764,0.809,1.004,91.614,-127.136,86.548
0.629,0.925,0.894,34.485,-61.157,46.326
0.639,0.905,0.613,25.33,-0.793,24.597
0.759,0.852,0.255,31.738,48.34,20.081
0.921,0.796,-0.075,47.546,80.078,25.33
1.088,0.749,-0.341,66.833,88.074,32.898
1.242,0.711,-0.502,67.81,70.496,35.645
1.356,0.643,-0.525,50.476,34.18,31.738
1.423,0.525,-0.405,26.428,-10.498,26.367
1.442,0.389,-0.171,3.784,-50.659,24.353
1.438,0.267,0.113,-16.785,-72.998,27.954
1.458,0.162,0.386,-34.607,-76.172,35.583
1.472,0.089,0.593,-46.326,-63.904,46.509
1.473,0.079,0.705,-48.828,-37.659,62.012
1.486,0.153,0.704,-43.701,-4.456,76.172
1.513,0.278,0.604,-40.405,26.672,81.787
1.568,0.374,0.448,-43.762,47.974,77.576
1.631,0.393,0.303,-52.917,52.795,68.42
1.649,0.364,0.218,-56.091,42.725,61.34
1.653,0.336,0.208,-54.138,24.902,58.655
1.682,0.331,0.253,-43.152,4.395,54.382
1.728,0.317,0.296,-38.513,-16.602,45.227
1.752,0.247,0.352,-43.457,-36.377,38.208
1.722,0.169,0.439,-38.513,-50.781,39.978
1.69,0.139,0.537,-37.354,-55.115,46.692
1.685,0.164,0.616,-21.423,-49.622,53.345
1.722,0.217,0.657,-5.676,-37.109,55.664
1.834,0.253,0.682,7.935,-20.935,54.26
1.957,0.237,0.681,21.179,1.404,52.49
1.985,0.175,0.618,32.959,25.513,57.312
1.911,0.137,0.488,47.241,41.992,70.923
1.772,0.168,0.336,57.922,45.349,84.167
1.606,0.246,0.215,66.65,32.959,87.402
1.443,0.322,0.159,80.383,9.094,77.026
1.306,0.348,0.168,77.637,-14.893,55.969
1.227,0.297,0.229,60.303,-32.104,36.194
1.266,0.208,0.31,41.748,-43.579,23.376
1.362,0.119,0.386,27.649,-51.392,17.151
1.407,0.047,0.439,2.258,-51.514,18.005
1.396,0,0.459,-19.653,-46.204,27.161
1.342,-0.015,0.423,-48.035,-40.71,39.673
1.241,-0.003,0.362,-73.792,-41.138,50.232
1.104,0.008,0.306,-71.35,-47.302,57.739
0.96,0.01,0.269,-73.12,-54.443,62.744
0.845,0.012,0.263,-81.299,-58.655,64.819
0.759,0.027,0.267,-102.844,-59.143,63.171
0.677,0.041,0.304,-123.779,-54.688,56.885
0.596,0.023,0.348,-134.766,-43.945,46.143
0.522,-0.03,0.356,-139.709,-28.748,37.598
0.455,-0.099,0.34,-136.841,-13.062,35.583
0.411,-0.158,0.323,-111.206,-0.244,39.185
0.408,-0.175,0.306,-59.753,8.789,44.861
0.44,-0.144,0.285,12.329,14.404,44.739
0.462,-0.092,0.239,86.67,16.296,34.607
0.453,-0.051,0.171,137.634,16.235,18.799
0.421,-0.031,0.109,161.499,14.893,-0.549
0.369,-0.05,0.078,154.846,16.663,-23.376
0.316,-0.108,0.051,141.968,20.264,-43.64
0.257,-0.173,-0.007,111.694,26.123,-59.692
0.218,-0.238,-0.084,84.473,28.625,-72.144
0.2,-0.287,-0.215,63.11,19.531,-78.796
0.256,-0.307,-0.333,14.221,0.183,-79.773
0.446,-0.304,-0.348,-55.664,-27.832,-75.378
0.568,-0.302,-0.318,-114.319,-46.387,-69.824
0.634,-0.316,-0.341,-148.987,-65.613,-60.73
0.662,-0.33,-0.394,-193.481,-84.839,-44.495
0.608,-0.318,-0.379,-221.069,-99.121,-26.978
0.571,-0.259,-0.299,-225.281,-106.079,-10.742
0.542,-0.167,-0.162,-226.196,-99.915,-3.784
0.521,-0.088,-0.018,-212.769,-82.458,-9.094
0.502,-0.064,0.072,-190.491,-59.692,-23.682
0.497,-0.099,0.097,-156.616,-41.077,-38.879
0.53,-0.163,0.086,-122.253,-30.273,-47.18
0.605,-0.224,0.087,-78.796,-27.222,-45.593
0.686,-0.241,0.092,-29.724,-26.062,-34.729
0.746,-0.195,0.078,15.32,-21.423,-17.639
0.784,-0.102,0.045,54.626,-16.113,-2.808
0.792,-0.001,-0.004,83.984,-11.414,4.517
0.781,0.058,-0.056,101.501,-11.475,3.54
0.763,0.051,-0.071,105.591,-16.968,-1.16
0.763,-0.003,-0.025,97.778,-23.804,-2.747
0.805,-0.054,0.058,71.045,-25.391,2.136
0.87,-0.077,0.129,32.898,-21.484,10.01
0.893,-0.083,0.154,-7.996,-15.93,17.822
0.869,-0.082,0.135,-35.889,-11.414,25.879
0.831,-0.067,0.091,-49.377,-9.216,32.471
0.785,-0.043,0.047,-47.607,-9.277,35.4
0.736,-0.015,0.004,-32.715,-10.498,34.424
0.687,0.015,-0.045,-14.343,-12.451,28.748
0.629,0.033,-0.087,1.404,-15.32,18.738
0.578,0.034,-0.106,18.127,-17.883,5.371
0.599,0.012,-0.077,30.518,-20.447,-8.484
2.05,0.241,0.309,-21.057,-74.036,-6.714
2.044,0.021,0.418,-36.865,-67.81,18.066
1.914,-0.026,0.529,-40.771,-14.16,76.111
1.778,0.162,0.545,-27.588,63.171,139.099
1.668,0.565,0.458,6.714,127.075,170.227
1.626,1.023,0.271,1.831,161.194,146.606
1.753,1.306,0.317,-14.099,140.442,60.547
2.025,1.32,0.25,95.154,64.331,-74.646
2.475,0.848,0.63,-43.701,-3.845,-203.857
3.098,0.137,0.894,290.771,-8.789,-253.235
3.459,-0.322,0.6,161.926,25.452,-209.839
3.441,-0.407,0.623,112,133.667,-88.623
3.464,-0.001,0.489,166.87,242.92,16.479
3.593,0.43,0.17,142.944,291.992,19.836
3.639,0.417,-0.042,-0.061,277.893,-27.344
3.517,0.205,-0.086,6.165,235.413,-67.688
3.325,0.088,-0.291,53.65,185.12,-88.867
3.136,0.007,-0.377,11.658,139.282,-95.52
2.857,-0.088,-0.323,179.626,96.008,-76.66
2.481,-0.11,-0.475,236.694,68.115,-33.386
2.069,-0.074,-0.539,112.61,31.189,13.855
1.591,0.011,-0.374,65.308,-23.01,57.19
1.18,0.176,-0.215,86.365,-70.862,94.238
1.027,0.394,-0.094,91.614,-95.642,115.723
1.08,0.615,-0.011,91.553,-98.816,113.77
1.194,0.79,0.024,55.664,-82.642,89.6
1.292,0.873,0.055,17.212,-55.481,47.852
1.349,0.825,0.068,-4.15,-29.297,-0.549
1.345,0.639,0.076,-21.24,-13.306,-38.757
1.26,0.406,0.108,-18.616,-11.169,-54.932
1.115,0.22,0.151,-4.822,-22.339,-50.903
0.95,0.101,0.203,1.099,-40.222,-31.86
0.819,0.06,0.272,-11.658,-56.519,-4.089
0.781,0.109,0.363,-26.001,-64.819,23.743
0.823,0.237,0.433,-30.945,-63.232,41.748
0.924,0.389,0.458,-35.4,-46.631,45.288
1.072,0.499,0.431,-30.762,-20.447,33.569
1.188,0.525,0.346,-17.395,5.493,13.367
1.249,0.455,0.235,-8.606,23.987,-4.395
1.313,0.331,0.145,-0.61,32.166,-12.329
1.393,0.205,0.09,3.723,29.785,-9.277
1.464,0.112,0.07,-2.197,19.287,3.113
1.504,0.066,0.086,-9.094,6.226,20.935
1.506,0.07,0.127,-15.015,-4.272,39.49
1.498,0.122,0.191,-15.869,-9.033,54.993
1.493,0.205,0.246,-7.812,-7.202,63.293
1.473,0.298,0.264,-3.601,-0.977,63.11
1.46,0.381,0.254,-2.991,4.883,54.81
1.462,0.438,0.236,0.977,8.362,39.734
1.461,0.466,0.214,4.456,10.254,22.278
1.474,0.46,0.195,11.902,11.292,6.104
1.545,0.425,0.165,27.344,9.277,-7.812
1.651,0.379,0.12,33.264,2.93,-17.578
1.742,0.323,0.093,31.067,-4.822,-20.935
1.816,0.257,0.084,29.907,-12.085,-18.677
1.868,0.174,0.098,20.569,-19.958,-12.146
1.862,0.08,0.148,10.62,-29.053,-0.305
1.792,0.013,0.226,4.211,-35.156,18.433
1.711,-0.002,0.31,2.319,-33.386,41.321
1.661,0.032,0.392,-3.418,-22.766,63.232
1.647,0.1,0.46,-3.113,-6.409,78.125
1.669,0.184,0.486,-1.892,10.193,83.374
1.699,0.25,0.471,2.258,20.325,78.064
1.694,0.286,0.397,12.329,19.958,64.026
1.621,0.277,0.288,3.784,8.118,46.265
1.491,0.219,0.184,1.038,-8.85,33.447
1.357,0.149,0.089,0.183,-31.982,27.283
1.251,0.096,0.023,-6.165,-58.96,27.893
1.181,0.061,0.008,-23.071,-80.933,33.264
1.123,0.044,0.067,-52.246,-90.881,41.016
1.063,0.047,0.197,-80.078,-87.83,46.631
1.033,0.055,0.348,-101.99,-71.411,49.133
1.064,0.044,0.477,-121.399,-46.875,50.354
1.133,0.007,0.568,-136.78,-16.479,55.237
1.169,-0.031,0.591,-147.766,17.212,62.866
1.124,-0.011,0.512,-145.142,44.556,68.42
1.02,0.079,0.335,-128.54,52.185,60.486
0.889,0.179,0.114,-115.479,32.166,32.471
0.771,0.183,-0.059,-118.652,-12.512,-8.545
0.705,0.057,-0.115,-110.596,-71.411,-45.532
0.692,-0.13,-0.046,-92.285,-127.136,-62.378
0.696,-0.327,0.146,-71.594,-162.048,-56.641
0.643,-0.495,0.415,-45.837,-162.354,-29.175
0.488,-0.539,0.65,1.099,-126.221,13.794
0.311,-0.362,0.714,64.453,-67.383,50.232
0.225,-0.026,0.573,123.291,-7.874,56.396
0.258,0.276,0.29,161.011,32.593,24.353
0.396,0.385,-0.035,175.293,42.053,-30.151
0.537,0.243,-0.317,168.213,20.142,-81.177
0.606,-0.118,-0.495,125.793,-23.071,-97.717
0.644,-0.389,-0.551,85.144,-70.801,-63.232
0.712,-0.399,-0.513,27.71,-108.643,-17.09
0.781,-0.338,-0.356,-53.467,-129.639,22.827
0.77,-0.282,-0.078,-134.46,-125.977,56.274
0.696,-0.236,0.194,-203.613,-92.163,82.886
0.612,-0.185,0.337,-264.771,-42.297,104.37
0.549,-0.106,0.363,-315.491,8.484,116.821
0.5,-0.004,0.292,-321.167,51.331,118.347
0.454,0.112,0.113,-289.673,77.209,105.652
0.405,0.221,-0.129,-249.084,77.82,75.867
0.363,0.278,-0.317,-212.341,53.772,35.828
0.361,0.263,-0.392,-142.456,16.479,-2.563
0.372,0.185,-0.37,-63.782,-20.508,-34.18
0.382,0.064,-0.252,0.061,-43.213,-53.284
0.411,-0.047,-0.086,60.974,-47.363,-57.556
0.467,-0.101,0.052,117.737,-35.034,-52.307
0.543,-0.096,0.119,160.217,-13.367,-46.753
0.623,-0.07,0.093,180.542,7.996,-45.288
0.683,-0.061,0.002,174.561,19.653,-46.326
0.719,-0.069,-0.098,153.809,20.569,-43.884
0.768,-0.067,-0.174,126.709,12.634,-37.598
0.826,-0.048,-0.22,93.567,-1.343,-31.006
0.852,-0.046,-0.231,49.194,-15.259,-24.536
0.825,-0.048,-0.235,11.902,-25.635,-13.794
0.783,-0.015,-0.245,-10.193,-34.241,-2.502
0.751,0.034,-0.228,-17.517,-41.321,4.822
0.724,0.059,-0.167,-15.686,-42.175,7.69
0.699,0.052,-0.088,-0.732,-36.438,7.385
0.68,0.028,-0.035,17.517,-27.039,4.272
0.674,-0.01,-0.01,32.532,-17.822,0.61
2.145,0.021,0.764,-102.173,-164.185,-122.314
2.268,-0.251,0.96,-114.075,-135.803,-65.491
2.308,-0.344,0.942,-52.673,-93.201,15.32
2.236,-0.195,0.836,-64.819,-48.218,105.591
2.069,0.143,0.81,-18.921,6.653,180.481
1.952,0.506,0.884,82.458,72.51,215.027
1.87,0.813,0.614,301.758,121.033,191.895
1.751,0.991,0.204,213.867,114.197,137.756
1.895,1.095,0.07,160.522,86.792,95.459
2.288,1.221,0.094,72.144,63.171,46.448
2.551,1.308,0.257,35.217,65.002,-17.151
2.718,1.26,0.343,34.18,90.515,-79.834
2.911,0.987,0.424,68.665,125.488,-124.268
3.076,0.656,0.281,145.935,161.865,-140.93
3.216,0.413,0.13,74.097,202.881,-140.198
3.273,0.196,0.069,36.438,226.135,-145.447
3.166,-0.06,-0.05,-25.146,229.065,-144.592
2.978,-0.311,-0.124,-1.831,207.703,-131.47
2.771,-0.477,-0.18,30.09,164.734,-105.408
2.556,-0.566,-0.21,93.75,106.018,-79.59
2.333,-0.611,-0.239,121.216,42.236,-42.664
2.098,-0.583,-0.264,117.065,-16.296,4.028
1.857,-0.461,-0.244,49.561,-71.411,50.72
1.638,-0.261,-0.144,44.312,-122.253,94.971
1.45,0.006,-0.059,45.776,-158.875,130.005
1.28,0.291,0.035,45.532,-178.406,151.123
1.089,0.556,0.138,30.09,-179.687,158.142
0.878,0.783,0.246,16.968,-161.987,153.503
0.729,0.963,0.339,12.695,-126.648,136.963
0.727,1.083,0.391,26.245,-77.087,104.98
0.836,1.115,0.369,36.743,-22.522,57.678
0.94,1.006,0.268,38.757,27.466,7.568
0.992,0.774,0.117,34.668,62.927,-28.442
1.025,0.518,-0.021,23.132,79.895,-43.762
1.067,0.311,-0.13,16.479,76.416,-41.626
1.103,0.165,-0.188,-0.366,54.932,-28.503
1.139,0.081,-0.188,-11.108,22.034,-10.559
1.183,0.048,-0.136,-25.269,-13,6.531
1.218,0.053,-0.032,-35.767,-43.213,20.02
1.256,0.081,0.103,-37.842,-64.27,28.076
1.316,0.111,0.233,-31.494,-71.411,31.616
1.391,0.133,0.33,-33.691,-62.805,32.532
1.474,0.148,0.385,-32.532,-40.405,34.302
1.553,0.159,0.376,-27.161,-10.376,37.964
1.596,0.177,0.307,-18.921,19.592,44.25
1.612,0.21,0.218,-8.362,45.41,51.636
1.633,0.25,0.135,7.629,63.843,57.434
1.67,0.286,0.066,23.682,74.829,60.974
1.714,0.303,0.012,35.339,77.454,62.012
1.739,0.296,-0.024,37.598,69.58,60.913
1.753,0.273,-0.034,35.461,50.476,58.899
1.762,0.251,-0.012,31.555,24.17,56.946
1.756,0.239,0.041,25.94,-3.601,54.504
1.741,0.241,0.107,18.738,-28.809,50.415
1.74,0.247,0.18,10.681,-47.241,46.021
1.788,0.254,0.265,8.789,-56.824,42.358
1.903,0.266,0.347,11.902,-56.335,39.307
2.009,0.278,0.414,10.498,-42.297,36.438
2.071,0.269,0.456,9.705,-19.714,32.959
2.085,0.222,0.598,16.724,0.244,28.259
2.016,0.097,0.823,21.362,41.138,28.015
1.877,0.016,0.786,23.743,94.299,46.326
1.697,0.148,0.533,42.603,113.525,58.533
1.521,0.357,0.306,51.208,112.915,50.842
1.404,0.46,0.143,38.818,95.398,26.001
1.335,0.429,0.054,26.55,66.589,-0.732
1.315,0.325,0.008,8.667,30.151,-16.785
1.343,0.215,0.003,-11.292,-10.803,-20.081
1.355,0.149,0.017,-39.246,-48.401,-14.465
1.333,0.123,0.094,-89.417,-75.989,-4.517
1.301,0.124,0.203,-114.685,-94.727,3.479
1.273,0.137,0.277,-152.527,-103.149,7.385
1.208,0.131,0.362,-197.51,-102.539,9.949
1.111,0.109,0.426,-222.29,-97.412,8.85
1.017,0.096,0.441,-243.225,-92.712,3.662
0.929,0.085,0.432,-261.902,-88.257,-5.432
0.836,0.029,0.443,-278.076,-81.604,-16.174
0.753,-0.063,0.485,-276.367,-71.228,-20.752
0.732,-0.149,0.533,-271.484,-57.312,-19.165
0.746,-0.203,0.565,-241.699,-44.25,-14.099
0.733,-0.204,0.549,-198.425,-31.921,-10.254
0.688,-0.174,0.507,-145.63,-22.583,-10.376
0.65,-0.155,0.451,-71.167,-18.127,-16.785
0.614,-0.168,0.369,21.973,-19.348,-24.719
0.561,-0.206,0.273,116.638,-26.306,-29.175
0.48,-0.235,0.172,180.542,-32.654,-25.635
0.406,-0.253,0.097,199.646,-31.86,-17.517
0.369,-0.256,0.046,210.815,-27.039,-8.667
0.352,-0.246,-0.028,190.369,-17.09,-1.038
0.386,-0.236,-0.111,144.165,-8.545,6.653
0.463,-0.222,-0.185,86.731,-9.521,11.597
0.527,-0.205,-0.256,21.851,-18.311,14.832
0.574,-0.197,-0.326,-47.791,-32.166,20.264
0.599,-0.191,-0.392,-119.202,-48.706,29.419
0.587,-0.177,-0.429,-194.824,-65.063,39.185
0.522,-0.153,-0.411,-262.878,-80.383,45.227
0.427,-0.12,-0.338,-301.697,-91.309,46.387
0.348,-0.072,-0.25,-293.701,-93.689,42.847
0.279,-0.023,-0.184,-261.108,-86.914,35.339
0.227,-0.009,-0.134,-214.905,-73.608,27.161
0.223,-0.038,-0.093,-158.508,-60.181,20.081
0.244,-0.08,-0.074,-101.501,-47.974,15.93
0.251,-0.108,-0.076,-37.964,-36.926,16.663
0.249,-0.101,-0.066,40.039,-27.283,20.081
0.263,-0.056,-0.05,125.427,-14.648,21.362
