aX,aY,aZ,gX,gY,gZ
-0.472,-0.283,2.738,-76.66,12.39,-31.311
-0.727,-0.407,2.789,-105.408,65.674,-7.874
-1.214,-0.49,2.695,-134.827,153.809,43.396
-1.994,-0.214,1.955,-123.596,287.964,121.094
-2.789,0.855,0.082,-96.558,422.363,207.458
-3.157,2.401,-2.332,-61.157,406.616,203.064
-2.843,3.137,-3.718,34.912,154.724,42.419
-1.962,2.372,-3.079,146.545,-196.35,-155.09
-0.829,0.944,-0.866,195.129,-402.893,-238.403
0.242,-0.115,1.485,172.119,-411.438,-226.685
0.975,-0.659,3.011,98.694,-281.189,-163.208
1.319,-0.823,3.484,42.114,-104.492,-84.717
1.336,-0.763,3.077,16.357,22.888,-22.522
1.096,-0.592,2.335,-8.728,87.463,17.395
0.755,-0.389,1.634,-41.321,107.788,33.203
0.433,-0.24,1.159,-42.419,93.018,24.17
0.182,-0.17,0.971,-21.79,67.993,7.263
0.016,-0.161,0.999,-2.747,53.406,-5.737
-0.093,-0.187,1.092,3.906,53.894,-7.385
-0.198,-0.194,1.104,0.732,69.763,1.953
-0.316,-0.17,0.911,1.465,84.29,18.86
-0.407,-0.041,0.642,-23.682,79.651,34.912
-0.47,0.119,0.467,-30.701,61.523,28.931
-0.508,0.155,0.406,-13.428,32.41,21.545
-0.488,0.152,0.501,7.568,7.874,21.606
-0.408,0.176,0.653,19.836,-0.244,19.348
-0.31,0.199,0.748,18.982,-0.488,13.062
-0.211,0.192,0.803,17.944,-5.554,6.897
-0.102,0.153,0.877,14.954,-12.634,1.77
0.002,0.104,0.973,3.662,-15.198,-0.732
0.091,0.076,1.073,-9.216,-16.724,1.709
0.144,0.067,1.171,-24.292,-14.465,3.845
0.147,0.052,1.244,-31.738,-2.808,5.249
0.102,0.038,1.216,-32.654,13.916,5.798
0.035,0.037,1.105,-18.25,25.391,4.822
-0.004,0.057,0.952,0,25.391,5.859
-0.011,0.086,0.879,8.545,7.751,0.916
-0.026,0.067,0.982,11.597,-1.038,-7.019
-0.052,0.01,1.077,10.376,11.414,-7.751
-0.084,-0.017,1.002,5.127,24.292,-2.747
-0.138,-0.006,0.844,-5.493,21.79,2.502
-0.208,0.02,0.761,-13.306,10.681,6.775
-0.256,0.066,0.744,-8.057,3.479,7.568
-0.26,0.12,0.714,-4.456,-0.977,5.188
-0.224,0.151,0.708,1.221,-13.367,-0.854
-0.184,0.121,0.79,9.521,-25.94,-10.132
-0.136,0.043,0.884,18.677,-26.855,-8.728
-0.063,0.009,0.906,-1.526,-26.001,-6.287
-0.015,-0.038,0.934,-4.883,-33.936,-6.47
-0.008,-0.102,1.008,-3.723,-35.889,3.662
-0.001,-0.055,1.054,2.747,-28.748,14.404
0.022,0.042,1.021,13.184,-22.888,11.597
0.047,0.069,0.967,19.775,-26.245,2.93
0.064,0.056,0.982,15.503,-32.959,-2.686
0.065,0.05,1.051,12.573,-33.386,-6.775
0.047,0.047,1.082,8.484,-24.536,-7.996
0.028,0.062,1.046,6.226,-17.456,-7.935
0.017,0.095,1.013,6.653,-16.235,-9.705
0.006,0.117,1.025,9.033,-16.235,-12.634
-0.008,0.11,1.049,11.475,-11.536,-14.16
-0.016,0.074,1.017,17.578,-4.456,-14.221
-0.014,0.019,0.936,13.55,-3.296,-11.902
-0.009,-0.031,0.896,9.094,-12.39,-6.287
0.002,-0.04,0.939,7.019,-19.348,1.038
0.025,-0.014,1,6.409,-20.142,6.531
0.051,0.008,1.031,1.892,-19.287,9.155
0.072,0.023,1.049,-3.906,-18.005,10.498
0.086,0.042,1.073,-5.798,-17.456,9.644
0.09,0.068,1.109,-1.099,-14.771,6.47
0.09,0.09,1.128,3.357,-9.338,3.235
0.09,0.103,1.12,1.099,-3.906,0.122
0.089,0.09,1.102,1.282,-1.343,-1.892
0.089,0.069,1.095,2.686,-2.93,1.16
0.09,0.071,1.113,-0.427,-2.136,4.272
0.083,0.073,1.113,-3.967,1.526,6.104
-1.117,0.197,1.173,19.287,-16.724,15.015
-1.071,0.142,1.123,22.522,-19.104,10.864
-1.039,0.109,1.089,21.667,-25.391,13.489
-1,0.146,1.062,17.7,-29.663,16.174
-0.942,0.223,1.066,13.55,-34.79,10.559
-0.874,0.275,1.118,18.921,-36.804,1.709
-0.773,0.287,1.151,26.672,-32.41,-8.484
-0.626,0.234,1.161,27.71,-29.846,-17.761
-0.472,0.11,1.211,16.602,-32.104,-18.555
-0.348,0.002,1.27,-14.648,-27.222,-2.869
-0.261,0.028,1.256,-56.091,-18.555,24.048
-0.204,0.227,1.167,-100.891,-12.634,43.03
-0.181,0.527,1.055,-121.338,-8.362,34.363
-0.124,0.752,0.924,-86.426,2.808,-14.099
0.023,0.676,0.716,-0.977,21.851,-95.886
0.249,0.271,0.48,90.027,29.358,-164.246
0.545,-0.228,0.338,155.334,18.433,-188.416
0.811,-0.55,0.296,141.602,3.113,-152.405
0.988,-0.518,0.221,69.275,-10.071,-79.102
1.096,-0.219,0.107,26.001,-16.968,-9.583
1.228,0.156,-0.127,14.587,-9.827,38.391
1.483,0.475,-0.476,20.569,-43.518,54.138
1.73,0.6,-0.541,13.489,-111.45,30.945
1.858,0.613,-0.352,-2.808,-149.353,15.381
2.003,0.814,-0.226,-33.02,-168.03,19.409
2.316,1.091,0.069,-5.615,-214.905,-20.142
2.692,1.079,0.803,56.091,-263.916,-101.196
2.921,0.744,1.794,69.702,-266.663,-165.588
2.909,0.256,2.75,48.828,-226.257,-186.462
2.633,-0.189,3.407,19.287,-138.367,-156.372
2.256,-0.478,3.448,-3.54,-4.883,-92.407
1.941,-0.592,2.746,-18.311,110.535,-27.771
1.679,-0.578,1.758,-31.921,152.344,21.667
1.417,-0.522,0.992,-44.128,148.193,55.237
1.186,-0.446,0.479,-41.687,135.803,79.529
1.038,-0.313,0.105,-23.193,113.403,97.351
0.986,-0.106,-0.117,9.888,79.895,111.511
1.027,0.156,-0.186,51.819,49.561,115.112
1.253,0.384,-0.137,63.843,39.734,104.614
1.713,0.425,0.048,64.148,25.269,81.543
2.037,0.33,0.533,36.743,1.892,74.646
1.991,0.448,1.136,-0.549,38.086,99.06
1.776,0.87,1.234,-1.282,129.639,101.99
1.57,1.174,0.728,33.875,189.27,54.138
1.322,1.037,0.219,44.312,180.237,-0.549
1.068,0.624,0.118,32.959,141.479,-20.63
0.891,0.221,0.248,2.563,105.896,-2.991
0.714,0.002,0.382,-46.753,86.243,44.128
0.544,0.049,0.411,-77.637,80.139,92.407
0.422,0.25,0.364,-78.064,65.491,107.544
0.327,0.376,0.464,-49.683,36.682,91.37
0.222,0.362,0.755,-9.033,20.874,66.956
0.101,0.329,1.04,18.127,34.546,51.208
-0.005,0.311,1.178,39.246,60.913,37.17
-0.106,0.273,1.102,50.72,88.318,26.245
-0.213,0.27,0.884,36.316,98.755,30.029
-0.312,0.331,0.692,21.423,85.571,35.889
-0.409,0.419,0.586,7.446,65.674,34.546
-0.508,0.51,0.578,-6.104,42.419,23.804
-0.601,0.568,0.707,-10.62,14.893,2.747
-0.702,0.572,0.915,-10.01,-0.305,-18.738
-0.786,0.606,1.043,-15.869,2.869,-32.776
-0.863,0.662,1.05,-37.903,6.165,-46.387
-0.906,0.625,1.008,-50.293,-3.296,-62.561
-0.883,0.444,0.999,-56.03,-20.02,-78.308
-0.853,0.173,1.031,-55.176,-31.433,-87.097
-0.831,-0.056,1.046,-45.959,-36.56,-84.351
-0.794,-0.159,1.03,-45.288,-39.978,-78.918
-0.748,-0.201,1.054,-42.847,-51.392,-80.566
-0.72,-0.266,1.192,-33.203,-62.012,-85.754
-0.703,-0.339,1.406,-29.724,-57.312,-86.365
-0.7,-0.39,1.602,-19.836,-37.964,-79.163
-0.711,-0.43,1.7,-7.019,-6.592,-68.542
-0.752,-0.483,1.646,-1.465,29.297,-49.866
-0.859,-0.49,1.423,-5.554,61.951,-19.287
-1.01,-0.332,1.038,-12.39,84.106,17.395
-1.138,-0.006,0.599,-15.991,78.003,36.255
-1.194,0.325,0.324,0.61,41.443,26.794
-1.141,0.477,0.311,28.687,1.77,-1.831
-0.958,0.411,0.489,51.758,-24.109,-31.738
-0.7,0.211,0.744,65.002,-38.33,-50.354
-0.455,0.009,0.981,61.829,-40.039,-49.622
-0.259,-0.093,1.145,49.072,-33.02,-34.302
-0.119,-0.093,1.224,37.231,-21.729,-15.808
-0.022,-0.013,1.198,21.973,-10.193,-1.221
0.044,0.114,1.145,8.118,-9.155,1.648
0.085,0.184,1.171,7.69,-11.047,-7.751
0.112,0.14,1.228,15.015,-3.601,-20.508
0.121,0.022,1.229,19.836,9.338,-25.269
0.111,-0.062,1.173,17.212,18.494,-18.25
0.081,-0.06,1.097,11.536,23.437,-6.531
0.037,0.001,1.022,2.258,23.254,4.15
-0.012,0.074,0.974,-3.357,20.63,8.301
-0.058,0.135,0.945,-9.583,19.592,8.972
-0.094,0.195,0.92,-16.479,19.531,7.507
-0.117,0.224,0.901,-16.418,19.226,0
-0.132,0.191,0.876,-14.343,19.104,-7.629
-0.136,0.129,0.847,-14.587,16.724,-10.01
-0.138,0.091,0.836,-15.808,11.169,-8.057
-0.134,0.086,0.845,-15.747,6.165,-5.066
-0.12,0.091,0.855,-13.855,2.502,-3.967
-0.103,0.087,0.872,-11.658,-2.075,-3.418
-0.086,0.083,0.909,-7.812,-6.287,-1.77
-0.073,0.094,0.95,-6.165,-6.958,-0.061
-0.061,0.13,0.966,-7.751,-4.517,1.038
-0.037,0.159,0.962,-8.423,-3.906,-1.831
-0.025,0.123,0.979,-5.432,-6.958,-6.897
-0.028,0.075,1.01,-4.639,-5.676,-4.15
-0.027,0.067,1.013,-6.104,-4.7,-2.93
-0.036,0.058,1.018,-4.272,-2.869,-1.953
-0.043,0.058,0.996,-2.808,3.418,1.953
-0.04,0.095,0.95,1.038,-0.61,2.38
-0.044,0.112,0.963,7.324,-5.188,-3.845
-0.058,0.074,0.991,14.771,-3.967,-7.141
-0.055,0.041,0.975,19.592,-0.732,-5.371
-0.033,0.033,0.933,18.982,-3.052,-4.578
-0.02,0.016,0.929,17.456,-10.132,-2.441
-0.016,0.019,0.972,11.78,-14.099,2.808
-0.017,0.047,1.022,10.376,-13.245,5.432
-0.027,0.076,1.038,9.094,-6.775,7.629
2.007,-0.315,-0.47,112.366,-34.058,26.245
2.175,0.115,-0.412,64.514,-92.834,68.726
2.287,0.656,-0.085,22.4,-129.395,72.266
2.364,0.944,0.388,18.188,-148.621,28.137
2.353,0.829,0.888,50.354,-152.893,-31.189
2.287,0.524,1.374,66.406,-145.447,-60.425
2.229,0.312,1.859,59.082,-127.563,-55.481
2.09,0.231,2.257,32.104,-94.177,-28.015
1.838,0.233,2.37,4.517,-30.884,-1.099
1.57,0.211,2.074,-8.789,30.457,10.132
1.345,0.071,1.583,4.7,56.702,15.32
1.225,-0.065,1.196,37.17,56.763,28.259
1.233,-0.064,1.004,75.378,53.04,45.288
1.314,0.084,0.909,112,57.678,62.317
1.403,0.333,0.772,132.263,70.496,74.402
1.501,0.637,0.573,146.484,80.688,81.787
1.687,0.931,0.406,127.93,83.13,75.745
1.89,1.074,0.445,72.998,67.993,53.772
1.925,0.984,0.698,9.46,67.932,31.86
1.769,0.83,0.822,-27.039,109.192,27.039
1.54,0.844,0.549,-31.677,157.654,24.109
1.308,0.934,0.07,-24.902,167.114,2.197
1.106,0.873,-0.222,-24.841,130.005,-27.71
0.949,0.64,-0.168,-43.701,77.637,-42.969
0.842,0.326,0.124,-74.524,40.833,-38.33
0.785,0.021,0.441,-103.638,31.067,-20.02
0.782,-0.223,0.69,-112.366,32.776,3.54
0.759,-0.372,0.885,-101.746,44.006,26.123
0.614,-0.34,0.941,-73.059,70.557,53.772
0.405,-0.029,0.758,-50.415,99.976,76.416
0.219,0.389,0.495,-36.865,93.445,65.063
0.056,0.585,0.439,-21.851,54.077,28.748
-0.083,0.524,0.656,-15.503,18.738,2.93
-0.145,0.42,0.973,-8.118,11.536,-1.465
-0.15,0.385,1.149,-11.536,29.48,-2.014
-0.18,0.357,1.12,-26.367,45.349,-6.836
-0.256,0.31,1.011,-41.87,46.814,-9.766
-0.377,0.299,0.94,-55.481,37.964,-10.01
-0.528,0.385,0.906,-66.895,28.931,-7.874
-0.651,0.522,0.889,-71.838,16.541,-16.418
-0.737,0.57,0.932,-66.101,-1.282,-38.757
-0.782,0.472,1.05,-59.631,-20.752,-60.181
-0.782,0.304,1.227,-53.162,-35.767,-70.557
-0.759,0.154,1.396,-56.763,-36.499,-68.176
-0.713,0.033,1.491,-67.2,-29.419,-61.523
-0.663,-0.075,1.53,-74.89,-24.414,-54.077
-0.648,-0.14,1.559,-95.886,-18.311,-43.64
-0.684,-0.144,1.59,-114.319,-5.005,-37.659
-0.77,-0.168,1.587,-101.135,14.282,-38.025
-0.873,-0.248,1.494,-64.697,36.438,-42.48
-0.973,-0.349,1.281,-32.715,58.777,-41.809
-1.075,-0.402,0.988,-1.404,68.481,-34.668
-1.131,-0.365,0.712,23.01,61.34,-25.208
-1.119,-0.282,0.571,41.687,38.269,-16.602
-1.057,-0.174,0.589,49.988,16.052,-3.235
-0.946,-0.028,0.67,42.114,5.493,7.935
-0.807,0.1,0.759,36.316,-1.526,11.902
-0.675,0.166,0.874,30.457,-2.441,13.123
-0.553,0.203,0.977,28.931,4.578,12.512
-0.447,0.221,1.014,30.273,14.404,7.08
-0.376,0.209,0.992,31.555,22.461,-0.183
-0.344,0.193,0.947,33.752,26.855,-6.104
-0.331,0.195,0.896,39.124,30.273,-11.292
-0.303,0.176,0.823,46.265,30.212,-18.738
-0.255,0.087,0.754,48.706,19.409,-24.048
-0.206,-0.027,0.761,40.222,2.563,-16.846
-0.153,-0.068,0.839,23.987,-8.423,1.282
-0.09,-0.016,0.937,13.062,-13.794,15.747
-0.034,0.07,1.034,5.676,-13.428,20.813
0.002,0.128,1.09,3.967,-7.08,19.348
0.017,0.174,1.094,0.366,1.221,16.418
0.016,0.23,1.07,1.831,9.033,9.216
0.008,0.239,1.026,8.972,13.245,-1.77
0.005,0.175,0.969,13.672,14.771,-9.033
0.007,0.125,0.926,4.15,10.925,-4.639
0.003,0.159,0.945,-7.019,2.441,3.662
-0.002,0.209,0.995,-12.146,0.488,5.066
-0.006,0.198,0.989,-16.357,4.15,3.967
-0.005,0.164,0.949,-22.156,1.343,8.545
-0.006,0.198,0.979,-23.315,-7.507,14.587
-0.012,0.297,1.064,-18.127,-6.775,13.794
-0.017,0.339,1.078,-6.47,4.333,2.38
-0.017,0.275,1.008,-5.249,9.766,-8.545
-0.014,0.171,0.956,-4.15,3.479,-10.925
-0.024,0.107,0.979,-3.296,-3.967,-4.761
-0.033,0.131,1.034,-0.671,-2.563,0.61
-0.031,0.178,1.042,2.869,2.563,-1.343
-0.033,0.167,1.016,3.479,4.761,-5.981
-0.041,0.116,0.993,3.845,4.517,-6.348
-0.047,0.087,0.983,6.042,4.883,-3.784
-0.05,0.103,0.979,8.057,4.761,-1.709
-0.048,0.136,0.977,10.071,3.479,-2.197
-0.046,0.138,0.982,11.536,2.686,-5.066
-0.062,0.099,0.984,12.329,3.723,-4.517
-0.09,0.066,0.96,10.559,6.836,0.305
-0.106,0.055,0.911,13.123,7.69,4.639
-0.095,0.046,0.881,17.761,3.784,7.019
-0.08,0.043,0.906,20.447,-1.221,9.155
-0.077,0.076,0.939,23.56,-0.244,11.597
-0.068,0.133,0.946,21.545,1.709,8.911
-0.056,0.152,0.951,21.79,1.709,3.235
-0.046,0.137,0.95,21.362,2.38,1.16
-0.032,0.147,0.936,15.808,1.831,3.479
-0.014,0.196,0.939,8.24,-2.747,6.042
0.008,0.256,0.981,1.282,-6.592,7.202
0.03,0.288,1.035,-6.104,-6.409,5.432
0.042,0.285,1.074,-10.254,-3.54,3.113
0.039,0.278,1.091,-12.329,0.183,1.038
0.023,0.268,1.08,-11.536,4.883,-2.93
0.002,0.246,1.039,-9.766,8.24,-6.409
-0.024,0.221,0.997,-9.46,8.118,-7.935
-0.053,0.195,0.973,-9.583,6.592,-8.057
-0.075,0.16,0.949,-9.033,6.531,-7.507
-0.09,0.14,0.922,-9.827,4.456,-4.395
-0.096,0.151,0.924,-10.986,-0.61,-0.61
-0.091,0.156,0.943,-9.583,-1.77,-1.648
-0.084,0.126,0.948,-9.094,-1.404,-3.601
-0.082,0.111,0.956,-9.399,-3.784,-0.732
-0.082,0.143,0.98,-9.705,-3.784,0.977
-0.083,0.162,0.983,-6.042,-0.671,-2.625
-1.127,0.34,1.149,-12.207,-80.322,9.705
-1.154,0.186,1.105,-16.479,-72.021,-0.549
-1.134,0.031,0.947,-16.602,-73.059,0.61
-1,-0.034,0.866,-16.113,-90.454,3.845
-0.797,-0.007,0.972,-9.155,-108.459,6.47
-0.609,0.095,1.107,-17.578,-103.455,10.193
-0.427,0.267,1.105,-20.691,-83.374,2.502
-0.198,0.452,1.028,-7.751,-71.106,-20.02
0.071,0.556,1.066,7.751,-65.613,-48.34
0.334,0.591,1.17,16.052,-39.49,-65.491
0.52,0.713,1.067,9.644,7.812,-69.275
0.617,0.95,0.607,0.305,50.537,-72.327
0.746,1.122,-0.026,0.793,65.552,-94.91
0.967,1.076,-0.62,19.897,46.57,-128.662
1.242,0.852,-1.067,19.592,12.268,-151.184
1.596,0.608,-1.331,25.574,-17.822,-147.461
2.044,0.432,-1.493,37.292,-83.13,-132.629
2.528,0.362,-1.305,28.015,-193.481,-113.708
2.97,0.353,-0.532,3.418,-280.518,-102.722
3.197,0.266,0.499,-29.724,-294.495,-99.609
3.188,0.07,1.333,-50.72,-247.925,-91.431
3.053,-0.125,1.828,-41.809,-190.674,-77.332
2.851,-0.237,2.134,-35.278,-143.677,-58.655
2.595,-0.283,2.372,-47.852,-98.145,-34.79
2.315,-0.321,2.487,-60.852,-36.499,-12.695
2.077,-0.46,2.382,-40.222,28.503,-3.357
1.867,-0.687,2.049,-3.662,83.374,16.174
1.713,-0.784,1.592,27.344,125.916,55.054
1.64,-0.622,1.142,50.537,147.095,95.093
1.615,-0.29,0.781,70.74,150.513,121.826
1.597,0.084,0.497,87.097,146.851,131.958
1.599,0.505,0.279,83.74,140.564,133.118
1.669,0.907,0.173,76.172,130.249,114.624
1.745,1.079,0.22,73.975,110.657,78.979
1.75,1.047,0.366,62.012,105.347,54.443
1.673,0.982,0.456,40.039,117.737,41.443
1.538,0.885,0.394,21.057,135.498,29.541
1.365,0.708,0.22,-9.827,143.494,19.043
1.17,0.463,0.071,-47.729,130.493,21.057
0.968,0.228,0.058,-79.285,107.117,36.987
0.738,0.055,0.143,-95.154,84.106,53.406
0.486,-0.069,0.236,-83.069,70.984,67.993
0.29,-0.078,0.274,-51.025,67.017,80.627
0.176,0.066,0.298,-8.667,61.401,82.214
0.103,0.287,0.381,42.969,50.659,75.5
0.068,0.508,0.485,76.538,44.25,64.27
0.039,0.653,0.561,68.481,39.673,52.185
-0.041,0.674,0.65,38.879,24.78,42.725
-0.172,0.629,0.791,7.263,11.23,40.649
-0.308,0.598,0.948,-13.428,8.545,39.246
-0.413,0.586,1.005,-12.451,16.724,30.884
-0.468,0.551,0.937,-14.16,28.381,13.184
-0.506,0.413,0.859,-6.592,27.771,-9.888
-0.552,0.167,0.86,6.775,18.311,-26.55
-0.612,-0.036,0.955,15.686,11.23,-18.677
-0.672,-0.057,1.045,28.259,16.785,1.465
-0.729,0.047,1.052,28.32,23.926,14.099
-0.803,0.138,1.028,20.996,20.386,18.494
-0.879,0.194,1.053,2.625,5.737,23.987
-0.937,0.262,1.159,-24.536,-10.681,31.982
-0.97,0.363,1.285,-43.579,-17.273,36.194
-0.96,0.441,1.341,-44.434,-13.733,21.484
-0.935,0.363,1.328,-37.964,-9.155,-7.935
-0.929,0.107,1.306,-29.419,-6.775,-36.499
-0.895,-0.216,1.281,-13.794,-4.395,-50.049
-0.848,-0.484,1.26,-1.831,-10.01,-39.856
-0.805,-0.576,1.272,-1.038,-17.761,-8.179
-0.747,-0.464,1.318,-2.441,-20.081,22.034
-0.691,-0.278,1.366,18.677,-15.686,31.494
-0.632,-0.116,1.378,28.32,-1.953,28.625
-0.57,0.002,1.325,31.555,13.367,24.841
-0.506,0.12,1.213,37.537,17.151,26.245
-0.448,0.262,1.118,37.415,11.353,17.212
-0.404,0.343,1.1,43.152,7.263,2.258
-0.339,0.328,1.12,47.791,7.629,-14.404
-0.256,0.239,1.132,39.795,7.263,-29.48
-0.201,0.124,1.158,27.283,5.859,-33.081
-0.172,0.06,1.174,24.536,11.658,-23.743
-0.141,0.059,1.129,17.883,16.907,-12.695
-0.113,0.08,1.084,11.597,15.686,-3.113
-0.1,0.121,1.078,6.958,17.151,6.104
-0.096,0.192,1.048,4.639,23.804,9.216
-0.108,0.247,0.964,14.343,27.71,4.456
-0.131,0.285,0.853,23.193,25.391,-1.282
-0.15,0.347,0.756,24.963,18.616,-8.423
-0.146,0.394,0.724,26.123,7.629,-21.667
-0.116,0.343,0.787,34.302,-3.662,-37.659
-0.073,0.204,0.896,33.936,-4.7,-45.044
-0.03,0.075,0.978,29.114,-0.916,-37.537
0.002,0.023,1.008,15.076,5.432,-23.193
0.024,0.037,1.002,-2.991,11.169,-9.583
0.036,0.074,0.988,-12.146,11.536,0.61
0.033,0.098,0.977,-19.165,11.902,6.104
0.025,0.123,0.961,-20.874,12.268,8.972
0.015,0.164,0.957,-12.878,11.78,9.949
0.001,0.209,0.959,0.793,13.367,5.737
-0.009,0.237,0.935,12.39,16.113,-1.709
-0.013,0.256,0.897,21.301,14.771,-6.836
-0.011,0.28,0.881,22.522,9.521,-9.216
-0.007,0.285,0.897,19.958,4.944,-11.108
-0.003,0.269,0.918,12.512,3.357,-10.132
0.003,0.255,0.922,-0.916,2.563,-5.493
0.013,0.25,0.926,-16.907,0,0.183
0.019,0.246,0.963,-27.1,-4.089,5.432
0.019,0.251,1.011,-32.471,-2.502,10.193
0.025,0.267,1.02,-34.729,3.174,10.864
0.031,0.266,0.995,-33.508,5.31,6.836
0.02,0.239,0.981,-27.893,3.906,1.526
0.006,0.207,0.971,-21.179,5.249,-2.808
-0.001,0.177,0.958,-12.207,4.395,-7.996
-0.015,0.13,0.968,0.183,1.526,-12.39
-0.029,0.081,0.975,5.127,5.127,-10.681
-0.031,0.061,0.946,2.808,5.737,-4.211
-0.028,0.085,0.927,-5.92,-0.122,2.869
-0.026,0.148,0.961,-15.442,-4.822,7.874
-0.03,0.198,1.008,-16.724,-4.578,5.188
-0.038,0.181,1.022,-15.93,0.244,-1.038
-0.043,0.117,0.999,-15.442,2.625,-3.54
-0.049,0.079,0.968,-17.944,2.136,-1.526
-0.056,0.112,0.939,-22.156,-0.122,0.732
